K	ADVFM_AVG	ADVFM_in	ADVFM_on	ADVFM_near	ADVFM_behind	FM	PT	ID
 64	66.6025	73.44	61.72	60.94	70.31	76.56	80.62	0262
 64	66.6	40.62	46.88	89.06	89.84	85	81.25	0452
 64	66.6	52.34	51.56	78.91	83.59	86.25	77.81	0364
 64	66.7975	42.19	37.50	93.75	93.75	88.44	78.12	0332
 64	66.7975	50.78	43.75	81.25	91.41	83.75	78.44	0451
 64	66.7975	63.28	47.66	72.66	83.59	82.19	79.69	0134
 64	66.8	75.00	72.66	46.88	72.66	77.81	76.88	0874
 64	66.9925	66.41	61.72	61.72	78.12	75.62	82.19	0369
 64	66.995	81.25	84.38	42.97	59.38	71.56	80.62	0410
 64	67.1875	36.72	61.72	82.81	87.50	87.5	77.81	0783
 64	67.1875	45.31	49.22	82.81	91.41	85	79.69	0822
 64	67.1875	45.31	53.91	82.03	87.50	81.25	80.62	0244
 64	67.19	35.16	41.41	94.53	97.66	84.69	82.5	0665
 64	67.3825	35.16	50.00	93.75	90.62	88.12	77.81	0320
 64	67.3825	46.88	46.09	82.03	94.53	84.06	78.44	0365
 64	67.38	51.56	33.59	95.31	89.06	89.69	81.56	0267
 64	67.5775	45.31	41.41	89.84	93.75	91.56	76.56	0872
 64	67.5775	80.47	64.06	60.94	64.84	76.56	79.06	0047
 64	67.58	31.25	63.28	78.91	96.88	83.44	81.88	0383
 64	67.58	67.97	34.38	75.00	92.97	84.69	80.62	0020
 64	67.7725	57.81	46.09	81.25	85.94	85.31	84.69	0115
 64	67.77	40.62	45.31	94.53	90.62	88.44	82.81	0483
 64	67.775	53.91	55.47	75.00	86.72	81.25	78.12	0947
 64	67.775	67.97	54.69	67.97	80.47	77.5	78.12	0641
 64	67.775	78.91	77.34	53.91	60.94	68.75	80.62	0323
 64	67.9675	25.00	53.12	99.22	94.53	88.44	78.44	0887
 64	67.9675	39.84	54.69	87.50	89.84	85	84.06	0956
 64	67.97	82.03	76.56	41.41	71.88	74.69	81.88	0413
 64	68.1625	50.00	46.09	85.94	90.62	88.12	80.62	0617
 64	68.1625	50.78	49.22	82.81	89.84	85	79.06	0467
 64	68.1625	71.09	63.28	57.81	80.47	77.81	76.88	0676
 64	68.1625	82.81	67.19	57.03	65.62	75.94	80	0219
 64	68.165	52.34	60.16	74.22	85.94	83.44	77.5	0488
 64	68.165	67.19	42.97	78.91	83.59	80.62	76.88	0100
 64	68.165	77.34	66.41	54.69	74.22	72.19	84.38	0612
 64	68.3575	49.22	52.34	82.03	89.84	84.69	78.12	0094
 64	68.36	73.44	72.66	58.59	68.75	75	84.06	0695
 64	68.5525	52.34	50.00	81.25	90.62	84.69	75	0284
 64	68.555	38.28	54.69	87.50	93.75	82.19	83.75	0976
 64	68.555	44.53	46.09	91.41	92.19	88.12	80	0853
 64	68.555	46.88	45.31	87.50	94.53	88.75	82.81	0059
 64	68.75	28.12	60.16	92.19	94.53	90	86.88	0734
 64	68.75	31.25	50.78	96.09	96.88	84.38	73.44	0519
 64	68.75	42.97	52.34	87.50	92.19	89.69	79.38	0582
 64	68.75	42.97	60.94	83.59	87.50	86.25	80.31	0743
 64	68.75	47.66	57.81	89.06	80.47	80.62	83.75	0715
 64	68.945	46.88	52.34	86.72	89.84	84.69	81.88	0427
 64	68.945	63.28	41.41	82.03	89.06	89.69	76.88	0716
 64	68.945	64.84	55.47	76.56	78.91	81.25	82.19	0977
 64	69.1425	67.97	75.00	60.94	72.66	77.81	78.44	0325
 64	69.14	28.91	58.59	94.53	94.53	91.25	76.25	0890
 64	69.14	71.09	59.38	67.97	78.12	80.62	81.88	0677
 64	69.14	80.47	68.75	53.12	74.22	77.5	81.56	0485
 64	69.335	42.97	57.81	90.62	85.94	87.19	79.38	0353
 64	69.3375	35.94	60.94	86.72	93.75	82.19	79.69	0616
 64	69.3375	42.19	47.66	91.41	96.09	90.62	76.56	0342
 64	69.5325	43.75	60.16	82.81	91.41	87.81	82.81	0236
 64	69.5325	60.94	31.25	92.19	93.75	81.25	83.44	0925
 64	69.5325	62.50	73.44	67.19	75.00	80	78.75	0520
 64	69.5325	75.78	73.44	54.69	74.22	68.44	80.94	0288
 64	69.725	82.81	68.75	52.34	75.00	78.44	83.75	0077
 64	69.7275	24.22	66.41	92.19	96.09	85.31	78.75	0581
 64	69.7275	48.44	42.19	90.62	97.66	90	80.31	0686
 64	69.7275	61.72	53.91	73.44	89.84	80.62	81.25	0671
 64	69.9225	47.66	67.97	77.34	86.72	83.75	81.56	0719
 64	69.9225	66.41	51.56	75.00	86.72	83.12	77.81	0512
 64	69.9225	81.25	76.56	66.41	55.47	80.62	78.12	0699
 64	69.92	65.62	61.72	78.12	74.22	79.69	81.25	0028
 64	69.92	71.09	70.31	64.06	74.22	79.69	74.69	0535
 64	70.115	58.59	53.12	85.94	82.81	85.94	80.94	0864
 64	70.3125	66.41	44.53	76.56	93.75	85.94	78.75	0611
 64	70.3125	79.69	66.41	64.84	70.31	75.94	80.62	0926
 64	70.505	64.06	57.81	76.56	83.59	84.69	76.56	0922
 64	70.5075	57.03	66.41	78.12	80.47	81.88	79.69	0233
 64	70.5075	75.00	79.69	61.72	65.62	76.25	79.38	0016
 64	70.705	46.88	60.16	82.81	92.97	82.81	81.88	0515
 64	70.705	60.94	67.97	71.88	82.03	81.25	77.5	0784
 64	70.705	61.72	53.91	82.81	84.38	83.12	77.81	0762
 64	70.7	46.09	51.56	89.84	95.31	84.69	77.19	0136
 64	70.9	57.03	59.38	81.25	85.94	88.12	78.44	0664
 64	71.09	65.62	58.59	78.12	82.03	79.38	81.56	0032
 64	71.2875	63.28	52.34	83.59	85.94	85.62	83.12	0357
 64	71.29	38.28	67.97	85.94	92.97	87.19	81.25	0147
 64	71.29	61.72	62.50	75.00	85.94	80.31	82.81	0414
 64	71.29	63.28	46.88	85.94	89.06	85.31	78.75	0404
 64	71.29	77.34	67.97	67.97	71.88	78.75	84.06	0292
 64	71.29	87.50	92.19	54.69	50.78	70	78.44	0552
 64	71.29	89.06	85.94	49.22	60.94	72.19	82.19	0162
 64	71.4825	57.03	80.47	70.31	78.12	77.19	83.12	0367
 64	71.4875	46.88	48.44	93.75	96.88	87.5	79.38	0107
 64	71.6775	49.22	58.59	89.06	89.84	88.75	80.62	0681
 64	71.68	80.47	67.19	64.84	74.22	77.19	76.56	0889
 64	71.68	82.81	71.88	64.06	67.97	76.56	79.06	0397
 64	71.8725	40.62	78.12	83.59	85.16	77.81	77.81	0983
 64	71.875	68.75	64.84	73.44	80.47	79.38	81.56	0888
 64	71.875	76.56	54.69	72.66	83.59	79.06	77.81	0281
 64	72.0725	71.88	78.91	66.41	71.09	77.5	81.56	0333
 64	72.07	82.81	84.38	46.09	75.00	69.06	83.75	0712
 64	72.07	83.59	74.22	53.91	76.56	77.19	81.56	0156
 64	72.2625	76.56	78.12	69.53	64.84	75.62	82.81	0948
 64	72.265	50.78	56.25	88.28	93.75	86.88	80	0187
 64	72.265	57.81	59.38	88.28	83.59	81.25	81.56	0737
 64	72.265	80.47	75.78	67.97	64.84	80.31	77.5	0819
 64	72.265	83.59	79.69	49.22	76.56	74.38	75.31	0892
 64	72.2675	72.66	73.44	71.88	71.09	80.31	82.5	0697
 64	72.46	45.31	64.06	91.41	89.06	85	78.44	0710
 64	72.46	79.69	85.94	58.59	65.62	70.62	81.56	0384
 64	72.655	69.53	69.53	69.53	82.03	74.38	82.5	0435
 64	72.6575	41.41	67.19	93.75	88.28	85.62	82.81	0228
 64	72.6575	60.16	66.41	77.34	86.72	85	83.75	0758
 64	72.6575	73.44	67.19	60.16	89.84	76.56	81.25	0067
 64	72.6575	79.69	67.19	64.84	78.91	77.5	79.69	0371
 64	72.8475	53.12	52.34	95.31	90.62	87.81	78.12	0814
 64	72.8525	62.50	57.81	85.94	85.16	86.56	80	0418
 64	72.8525	75.00	62.50	75.00	78.91	83.12	75	0334
 64	72.8525	81.25	60.16	75.78	74.22	82.5	80.94	0848
 64	72.85	52.34	55.47	90.62	92.97	89.38	79.69	0113
 64	72.85	87.50	78.12	67.19	58.59	79.06	81.25	0757
 64	73.24	71.09	57.81	80.47	83.59	85.62	77.5	0098
 64	73.24	82.03	83.59	57.81	69.53	78.75	81.88	0437
 64	73.4375	69.53	82.81	53.91	87.50	76.88	84.69	0196
 64	73.4375	75.78	76.56	71.88	69.53	79.69	83.12	0264
 64	73.4375	82.81	64.84	67.19	78.91	80	83.12	0916
 64	73.63	63.28	53.12	90.62	87.50	89.38	80.94	0632
 64	73.63	64.84	64.06	77.34	88.28	80.31	81.56	0756
 64	73.8275	63.28	49.22	93.75	89.06	82.19	78.44	0738
 64	74.0225	60.16	65.62	83.59	86.72	86.25	82.5	0394
 64	74.0225	77.34	76.56	68.75	73.44	81.56	78.75	0918
 64	74.22	80.47	84.38	63.28	68.75	73.12	83.75	0944
 64	74.4125	70.31	57.81	78.91	90.62	85	79.38	0938
 64	74.4125	83.59	72.66	71.09	70.31	78.12	83.75	0792
 64	74.415	72.66	65.62	80.47	78.91	82.19	83.44	0720
 64	74.415	76.56	73.44	68.75	78.91	78.12	81.88	0450
 64	74.61	71.88	78.12	75.78	72.66	82.5	82.81	0056
 64	74.8025	50.00	65.62	90.62	92.97	89.06	76.88	0343
 64	74.805	63.28	72.66	76.56	86.72	81.88	76.56	0696
 64	74.805	80.47	78.91	75.78	64.06	76.25	80.31	0484
 64	74.805	82.03	72.66	62.50	82.03	72.81	78.44	0857
 64	74.9975	80.47	83.59	65.62	70.31	73.75	79.38	0700
 64	75.0025	71.88	66.41	77.34	84.38	80.62	78.75	0034
 64	75.195	70.31	72.66	74.22	83.59	85.31	86.56	0509
 64	75.3925	59.38	62.50	88.28	91.41	87.19	80.94	0568
 64	75	42.19	70.31	93.75	93.75	84.38	77.5	0673
 64	75	57.81	67.19	82.03	92.97	81.88	83.44	0208
 64	75.585	57.03	64.84	85.94	94.53	82.5	82.5	0911
 64	75.5875	54.69	71.88	89.06	86.72	84.69	79.38	0950
 64	75.5875	59.38	63.28	91.41	88.28	85	82.81	0088
 64	75	60.16	68.75	81.25	89.84	81.56	81.88	0647
 64	75	68.75	71.09	75.78	84.38	85.62	82.5	0751
 64	75.9775	75.00	78.91	71.09	78.91	80.62	80.94	0203
 64	75.9775	75.78	66.41	80.47	81.25	78.44	82.19	0080
 64	76.3675	62.50	75.78	84.38	82.81	85.94	80	0781
 64	76.3675	67.19	63.28	88.28	86.72	82.81	79.06	0349
 64	76.3675	80.47	73.44	70.31	81.25	83.75	80.94	0060
 64	76.5625	76.56	67.97	78.91	82.81	85.62	80.31	0446
 64	76.5625	79.69	75.00	62.50	89.06	80	77.5	0602
 64	76.7575	67.19	70.31	83.59	85.94	85	82.19	0479
 64	76.76	55.47	67.19	91.41	92.97	88.44	80.94	0052
 64	76.76	67.97	71.88	80.47	86.72	85.31	82.19	0908
 64	76.76	73.44	72.66	78.91	82.03	82.19	84.06	0580
 64	76.955	73.44	67.97	75.00	91.41	83.12	82.81	0089
 64	76.95	71.09	76.56	78.12	82.03	83.44	79.06	0476
 64	77.145	82.03	83.59	65.62	77.34	79.38	82.19	0186
 64	77.1475	75.00	55.47	83.59	94.53	85.94	79.38	0782
 64	77.15	72.66	69.53	79.69	86.72	83.75	80.62	0511
 64	77.3425	75.78	80.47	69.53	83.59	77.19	82.81	0810
 64	77.7325	67.19	78.12	83.59	82.03	84.38	81.25	0863
 64	78.32	79.69	72.66	77.34	83.59	82.5	79.69	0991
 64	78.32	81.25	83.59	73.44	75.00	77.19	82.19	0551
 64	78.515	77.34	82.81	66.41	87.50	81.25	83.75	0780
 64	78.515	82.03	85.16	69.53	77.34	83.12	82.81	0076
 64	78.71	62.50	78.12	84.38	89.84	86.25	81.88	0546
 64	78.71	66.41	71.09	89.84	87.50	88.44	81.88	0802
 64	78.71	79.69	71.09	78.12	85.94	83.75	82.19	0516
 64	79.1	88.28	83.59	64.06	80.47	80	81.25	0597
 64	79.6875	76.56	75.00	85.16	82.03	81.88	80	0164
 64	79.6875	85.94	78.91	76.56	77.34	85.62	82.5	0064
 64	79.885	72.66	82.03	79.69	85.16	85	79.06	0678
 64	80.2725	71.09	64.06	92.97	92.97	86.56	82.5	0969
 64	80.2775	66.41	71.88	91.41	91.41	88.12	79.06	0766
 64	80.4675	76.56	78.91	76.56	89.84	85.62	83.75	0036
 64	80.665	85.16	85.16	70.31	82.03	75	79.69	0286
 64	81.25	79.69	68.75	85.94	90.62	85.31	78.12	0707
 64	81.64	76.56	79.69	79.69	90.62	84.69	81.25	0178
