K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	FM	FMS	PT	SYNTH	ID
64	64.68	-16.08	43.51	67.7	69.77	77.74	82.52	92.37	84.89	82.81	1542
0	43.7725	-22.27	41.45	51.94	23.82	57.88	68.14	90.42	82.4	64.06	3059
64	45.65	-3.75	21.48	45.62	66.07	49.43	83.27	87.79	82.86	81.25	1534
64	54.595	-41.64	38.12	71.59	29.43	79.24	68.57	74.99	81.6	78.12	0550
64	23.23	-42.31	0.0	86.9	4.15	1.87	13.93	13.79	41.39	18.75	1514
0	46.355	-57.08	12.96	71.59	22.67	78.2	60.06	87.83	85.17	81.25	3529
0	26.015	52.03	92.1	0.0	11.96	0.0	89.73	89.85	57.22	65.62	0585
64	58.4425	-17.1	63.15	63.15	36.64	70.83	82.44	89.61	82.5	79.69	3501
0	45.535	-31.17	30.97	65.26	28.93	56.98	69.5	91.33	84.68	76.56	2575
64	25.8375	51.67	96.44	0.0	6.91	0.0	89.85	90.18	57.58	50.0	1078
0	42.405	1.78	48.4	32.96	38.19	50.07	74.85	86.53	80.78	68.75	1574
64	24.98	49.96	99.87	0.0	0.05	0.0	89.98	89.91	58.07	51.56	3580
0	25.9125	51.82	95.89	0.0	7.76	0.0	89.79	90.0	56.99	71.88	3585
64	25.17	50.34	85.97	0.0	14.71	0.0	89.49	89.11	57.63	42.19	0521
64	25.0	50.0	100.0	0.0	0.0	0.0	89.75	89.49	58.63	46.88	3572
0	35.43	16.99	37.3	19.76	50.55	34.11	72.52	89.61	80.42	71.88	0040
64	25.55	51.1	98.2	0.0	4.0	0.0	89.53	89.83	56.89	67.19	3024
64	24.975	49.95	99.9	0.0	0.0	0.0	83.98	83.74	56.53	42.19	3065
64	50.4575	-36.29	35.64	72.59	28.98	64.62	67.44	74.69	80.09	78.12	2516
0	24.695	49.39	98.43	0.0	0.35	0.0	89.33	89.45	58.92	39.06	1579
0	40.9875	4.3	31.63	30.74	54.65	46.93	74.93	88.5	81.55	79.69	3026
0	49.9925	-45.5	26.4	77.03	28.08	68.46	61.85	79.55	81.04	65.62	3043
0	37.015	6.58	18.9	37.18	61.71	30.27	76.69	89.0	83.01	79.69	2557
0	42.67	5.67	51.93	35.07	39.09	44.59	71.28	88.13	80.11	70.31	3516
64	39.0225	28.15	42.04	12.54	64.16	37.35	87.0	91.94	81.78	82.81	0000
64	24.4725	48.94	78.82	0.0	19.07	0.0	89.87	89.71	57.43	53.12	3531
64	65.4375	-23.71	45.3	79.69	61.86	74.9	81.94	88.4	85.73	78.12	0513
0	46.4625	-11.09	39.69	49.61	42.14	54.41	73.71	86.49	82.32	73.44	2075
64	25.0	50.0	100.0	0.0	0.0	0.0	89.08	89.15	57.1	54.69	1071
0	46.3775	-31.09	23.17	59.16	38.49	64.69	68.81	85.58	81.19	68.75	2509
0	45.5325	-61.64	22.72	81.24	6.71	71.46	53.63	75.56	80.96	68.75	2043
64	25.0	50.0	100.0	0.0	0.0	0.0	89.13	88.86	59.2	34.38	2035
64	25.005	50.01	99.97	0.0	0.05	0.0	89.81	89.39	57.97	56.25	1531
0	42.395	-31.58	10.02	56.16	43.19	60.21	64.78	89.73	84.76	89.06	3071
64	45.3725	11.87	53.62	21.86	49.0	57.01	86.37	92.61	85.5	87.5	1001
0	25.0	50.0	100.0	0.0	0.0	0.0	88.5	88.76	56.81	34.38	2017
0	33.2225	33.53	46.57	17.2	53.4	15.72	83.01	93.05	82.45	73.44	2567
0	45.405	-45.78	11.0	76.14	34.03	60.45	62.05	87.24	83.58	67.19	1056
64	25.605	51.21	98.07	0.0	4.35	0.0	89.43	90.08	58.43	39.06	0532
64	25.0	50.0	100.0	0.0	0.0	0.0	80.4	81.51	58.61	42.19	1577
0	24.835	49.67	98.34	0.0	1.0	0.0	89.75	89.37	57.74	51.56	0060
64	29.965	46.44	81.4	3.11	24.97	10.38	88.21	90.02	78.93	78.12	3021
0	25.98	51.96	82.9	0.0	21.02	0.0	89.61	89.61	58.61	51.56	0580
64	25.905	51.81	94.71	0.0	8.91	0.0	90.1	89.29	57.79	59.38	0066
64	25.4525	50.91	88.15	0.0	13.66	0.0	89.61	88.78	58.04	43.75	3556
64	25.3725	50.74	96.48	0.0	5.01	0.0	89.91	90.3	57.87	53.12	1536
0	35.065	35.32	48.24	24.86	57.21	9.95	85.18	82.26	75.67	45.31	0583
64	61.0975	25.08	73.76	38.4	73.52	58.71	85.12	92.12	83.99	90.62	0061
0	48.735	-68.94	17.46	81.47	11.06	84.95	48.97	73.23	81.32	65.62	2022
64	62.7875	-43.6	53.2	84.46	28.78	84.71	72.56	81.33	82.17	75.0	0006
0	44.5075	-59.44	7.25	76.36	22.32	72.1	55.2	87.42	85.12	75.0	0549
64	54.625	-15.36	45.59	60.16	48.3	64.45	82.3	88.27	82.94	79.69	0089
0	34.7925	5.24	10.31	30.97	64.51	33.38	77.34	92.67	84.14	81.25	1570
0	38.63	-9.51	39.92	37.07	27.83	49.7	70.01	91.88	83.19	82.81	0053
64	29.885	47.82	65.8	1.44	41.79	10.51	89.71	92.39	81.06	90.62	0013
0	28.3225	49.19	47.32	3.55	58.51	3.91	82.48	93.07	82.96	89.06	3551
64	32.835	32.78	38.94	4.55	59.51	28.34	88.34	91.03	81.11	76.56	0561
0	25.76	51.52	97.03	0.0	6.01	0.0	89.61	89.87	57.25	71.88	3025
0	24.975	49.95	99.8	0.0	0.1	0.0	89.73	90.14	56.99	46.88	1546
64	24.84	49.68	97.26	0.0	2.1	0.0	90.04	89.94	57.25	43.75	1513
64	63.7675	-30.89	51.6	88.46	45.05	69.96	73.19	82.4	80.63	76.56	1518
64	25.015	50.03	98.11	0.0	1.95	0.0	89.69	89.23	56.15	53.12	3503
0	24.9875	49.98	99.8	0.0	0.15	0.0	89.98	90.32	58.3	31.25	2014
0	47.0925	-27.93	27.87	55.49	38.39	66.62	65.43	81.63	81.29	65.62	0079
64	59.4875	-43.74	47.75	87.35	27.48	75.37	73.77	82.66	82.11	68.75	0043
64	24.9675	49.93	99.87	0.0	0.0	0.0	89.53	89.19	57.33	54.69	2066
64	26.4525	52.91	91.25	0.0	14.56	0.0	89.53	89.45	58.35	53.12	1530
64	26.7125	53.43	74.87	0.0	31.98	0.0	89.79	89.43	57.15	46.88	2550
0	40.93	-1.0	53.88	43.51	26.98	39.35	74.38	89.57	80.55	76.56	1065
0	37.8425	12.72	48.11	25.75	40.29	37.22	78.61	89.02	83.04	67.19	2584
0	24.92	49.84	91.97	0.0	7.71	0.0	89.83	89.75	57.61	48.44	0068
64	51.4175	-28.73	23.4	59.27	50.7	72.3	74.56	78.53	81.78	67.19	0069
64	63.145	-44.73	32.96	84.91	48.6	86.11	72.03	85.14	81.78	75.0	2551
64	25.0125	50.03	100.0	0.0	0.05	0.0	89.43	89.31	56.45	42.19	0029
0	25.055	50.11	99.97	0.0	0.25	0.0	89.77	90.16	57.63	51.56	0076
0	26.475	52.95	78.52	0.0	27.38	0.0	89.94	89.87	58.25	59.38	0544
0	25.645	51.29	99.18	0.0	3.4	0.0	89.57	89.49	56.61	32.81	0508
0	2.43	4.86	1.11	0.0	8.61	0.0	3.95	4.05	0.0	0.0	2029
64	35.1075	36.45	49.15	9.1	57.51	24.67	86.84	90.79	81.76	70.31	3074
64	45.2225	-12.83	19.26	55.27	58.36	48.0	78.13	87.61	82.09	73.44	3001
0	47.22	-75.16	1.21	83.02	18.07	86.58	45.02	82.42	83.5	60.94	2536
0	31.9	30.89	33.68	10.65	61.01	22.26	81.81	92.24	82.99	73.44	3581
0	24.6775	49.36	93.96	0.0	4.75	0.0	88.78	89.71	57.66	45.31	1560
0	24.61	49.22	55.25	0.0	43.19	0.0	90.08	90.2	57.92	46.88	3063
0	25.0	50.0	100.0	0.0	0.0	0.0	89.94	89.81	58.71	46.88	3517
0	37.8325	11.41	20.01	30.3	67.07	33.95	77.38	90.73	81.65	82.81	1585
64	25.18	50.36	98.47	0.0	2.25	0.0	90.08	89.35	57.07	51.56	2010
0	45.47	-52.57	8.39	85.9	29.98	57.61	60.35	86.57	81.78	68.75	1011
0	44.3275	-36.99	34.4	66.59	17.27	59.05	66.61	92.73	84.81	79.69	2515
0	39.8025	-16.44	19.78	43.17	43.39	52.87	72.5	92.08	85.42	87.5	0052
64	25.5225	51.04	84.37	0.0	17.72	0.0	89.71	89.59	57.51	56.25	0533
0	25.0	50.0	100.0	0.0	0.0	0.0	89.47	89.41	58.35	46.88	0082
0	25.765	51.53	94.45	0.0	8.61	0.0	89.81	89.53	57.71	54.69	0558
64	25.49	50.98	96.25	0.0	5.71	0.0	89.29	89.61	57.35	57.81	2564
0	25.0	50.0	100.0	0.0	0.0	0.0	89.79	89.53	58.1	48.44	0077
64	25.6075	51.22	88.12	0.0	14.31	0.0	89.21	89.71	57.2	35.94	1072
64	25.9075	51.82	91.32	0.0	12.31	0.0	89.13	89.39	58.51	42.19	1537
