K	ADVFM	FM	PT	ID
 0	35.5	6.002	81.126	0632
 0	36.748	3.56	81.5	1594
 0	36.812	3.75	82.312	0723
 0	36.814	2.876	80.126	1420
 0	36.876	3.184	81.438	1291
 0	36.94	3.688	80	0260
 0	37.062	3.812	82.186	1502
 0	37.126	4.064	81.5	1437
 0	37.186	3.438	80.438	0159
 0	37.25	3.374	79.378	0596
 0	37.25	4.124	79.376	0283
 0	37.312	3.186	80.748	0214
 0	37.31	4.686	81.5	0898
 0	37	3.25	80.938	0653
 0	37.374	2.746	81.312	1001
 0	37.374	3.126	80.812	1091
 0	37.436	3.81	81.562	1023
 0	37.436	7.688	81.126	1740
 0	37.502	3.812	80.376	0595
 0	37.564	4.25	80.25	0076
 0	37.624	3.752	82.564	0168
 0	37.626	4.374	81.814	0252
 0	37.686	2.75	81.94	0581
 0	37.688	3.25	81.564	0782
 0	37.75	13.188	82.124	1715
 0	37.75	17.438	80.188	0690
 0	37.812	7.062	81.064	0738
 0	37.814	2.624	79.812	0988
 0	37.876	2.876	80.438	0590
 0	37.938	3.562	80.688	0378
 0	37.938	6.812	80.314	0105
 0	38.002	2.748	83.752	1109
 0	38.002	3.186	81.252	1014
 0	38.062	3.562	80.438	1661
 0	38.064	8.938	80.814	0067
 0	38.122	2.312	81.374	0426
 0	38.122	3.874	81.372	0056
 0	38.124	3.752	82.374	0323
 0	38.126	3.688	82.248	0176
 0	38.126	3.814	81.69	0990
 0	38.186	2.312	82.75	0679
 0	38.188	6.126	81.314	0098
 0	38.188	6.312	80.064	0103
 0	38.25	4.314	82.75	0197
 0	38.312	4.438	80.624	1237
 0	38	3.188	80.19	0623
 0	38.436	3.562	80.5	0673
 0	38.436	4.438	81.938	0885
 0	38.436	4.812	83.06	0463
 0	38.502	5.25	80.25	0100
 0	38.5	2.874	80.688	0989
 0	38.562	2.934	81.936	0611
 0	38.562	3.624	78.878	0322
 0	38.562	5.314	79.936	1201
 0	38.562	5.936	82.874	0145
 0	38.626	11	80.126	1491
 0	38.626	3.5	80.374	0515
 0	38.688	2.69	80.31	0178
 0	38.688	3.562	80.75	0364
 0	38.688	3.69	80.876	0606
 0	38.688	7	82	1523
 0	38.69	3	80.624	1184
 0	38.748	11.874	82.5	1208
 0	38.748	3.874	83.624	0920
 0	38.75	9.248	81.876	1259
 0	38.812	2.25	80.938	1749
 0	38.814	7.316	80.188	0370
 0	38.874	3.812	82.126	0085
 0	38.876	6.062	82.188	1519
 0	38.938	4.438	81	1641
 0	38.938	6.624	80.626	1739
 0	38.998	2.312	81.124	0077
 0	39.06	4	80.75	0853
 0	39.122	3.938	80.374	1315
 0	39.124	12.874	82.248	0189
 0	39.124	3.624	79.374	0703
 0	39.124	3.624	82.502	0347
 0	39.126	5.25	81.436	0047
 0	39.186	3.876	80.938	0993
 0	39.188	6.25	82.374	1090
 0	39.252	6.128	81.06	1324
 0	39.25	3.248	83.062	1428
 0	39.312	3.622	82.75	1533
 0	39.312	4.44	80.502	0935
 0	39.316	5.126	81.312	0314
 0	39.374	3.502	80.436	0471
 0	39.376	3.812	81.688	0265
 0	39.376	3.936	81.502	1137
 0	39.376	4.876	81.814	0417
 0	39.436	10.25	79.936	1136
 0	39.436	2.938	78.438	0219
 0	39.436	3.248	78.502	1706
 0	39.44	3.062	82.5	1388
 0	39.498	11.064	80.252	1352
 0	39.502	16.312	78.438	0683
 0	39.502	3.752	80.252	1726
 0	39.502	4.502	80.75	1703
 0	39.562	3.5	81.25	0717
 0	39.564	3.748	79.5	0116
 0	39.622	4	82.626	0247
 0	39.624	4.31	82.562	0954
 0	39.624	5.124	80.998	0436
 0	39.626	3.876	79.812	0641
 0	39.626	4	79.686	0506
 0	39.626	4	81.126	1494
 0	39.688	3.064	79.186	0282
 0	39.688	3.502	79.564	0689
 0	39.752	4.374	80.56	1407
 0	39	7.564	81.562	0869
 0	39.812	2.562	80.44	1583
 0	39.812	2.5	81.936	0656
 0	39.812	4.938	80.564	0908
 0	39.81	4.876	81.314	0617
 0	39.872	2.75	82.624	0553
 0	39.874	6.564	80.188	1017
 0	39.876	3.186	82.25	0533
 0	39.876	6.062	82.312	0790
 0	39.878	3.374	80.75	1497
 0	39.936	5.19	80.626	1164
 0	39.998	3.688	79.438	0555
 0	39.998	6.126	80.44	1353
 0	40.06	2.376	82.062	1250
 0	40.124	12.688	82	0074
 0	40.124	2.69	81.874	0124
 0	40.124	3.5	81.188	1684
 0	40.186	2.812	80.688	0440
 0	40.186	8.624	81.124	0007
 0	40.188	2.438	79.876	1577
 0	40.188	3.248	78.378	1102
 0	40.25	4.502	81.25	0433
 0	40.312	3.314	80.812	1698
 0	40.374	2.372	80.688	1741
 0	40.376	2.936	82.5	0701
 0	40.436	3.5	80.5	1058
 0	40.436	5.938	80.438	1536
 0	40.438	2.684	82.312	1225
 0	40.5	2.748	80.188	0734
 0	40.5	4	82.124	0251
 0	40.562	6.626	79.688	1105
 0	40.688	3.998	80.438	1348
 0	40.752	3.126	80.248	0258
 0	40.814	3.374	81.186	0686
 0	40.874	3.062	80.438	0001
 0	40.874	3.562	80	1692
 0	40.874	6.748	82.184	0081
 0	40.874	7.562	82.564	1695
 0	40.874	8.374	81.064	1360
 0	41.062	5.438	79.936	0928
 0	41.188	16.752	79.498	1173
 0	41	24.624	80.062	1734
 0	41.314	2.438	82.374	0248
 0	41.374	4.874	81.248	1306
 0	41.436	3.688	82.312	1423
 0	41.562	2.874	82.06	1550
 0	41.686	20.372	81.252	1630
 0	41.752	16.94	79.936	0639
 0	42.188	17.062	81.814	0626
 0	42.188	2.75	80.752	1327
 0	42.188	3.19	81.752	1528
 0	42.248	17.438	83.312	1624
 0	42.312	6.376	82.438	0410
 0	42.624	3.626	81.126	0629
 0	43.436	17.376	80.5	0365
 0	44.188	19.5	79.75	0516
 0	44.25	21.126	80.75	0060
 0	44.75	22.5	81.5	1392
 0	44.938	23.874	80.376	0952
 0	45.31	22	80.876	0714
 0	46.002	27.064	80.186	0850
 0	46.188	19.874	80.94	1084
 0	46.188	28.06	80.436	0840
 0	46.498	23.686	79.436	1367
 0	46.5	31.688	82.124	1606
 0	46.874	22.686	79.312	1114
 0	47.752	40.06	79.938	0521
 0	47.938	32.376	80.002	1358
 0	48.186	30.374	82.062	1083
 0	48.376	35	81.252	1524
 0	48.378	38.498	82.252	0593
 0	49.312	29.998	79.812	0694
 0	49.998	35.748	80.19	1287
 0	50.874	38.81	79.25	0576
 0	51.748	41.938	80.064	1705
 0	51.814	36.504	78.188	1603
 0	53.126	49.126	81.312	0288
 0	53.376	53.188	79.124	1059
 0	53.69	39.25	79.502	0827
 0	54.06	44.814	79.684	1668
 0	54.25	54.188	77.936	0169
 0	54.688	89.814	56.998	0816
 0	54.878	48.126	80.5	0246
 0	54.998	88.376	78.248	1132
 0	55.19	42.124	80.812	0594
 0	55.314	54.188	79.438	0196
 0	55.812	89.002	81.936	0063
 0	55.814	51.064	80.062	1026
 0	56.126	89.686	80.624	0676
 0	56.252	56.002	81.562	1297
 0	56.312	42.376	82.126	0102
 0	56.502	89.312	80.374	0059
 0	56.686	89.186	79.124	1649
 0	56.94	54.376	77.002	0049
 0	57.064	90.376	78.498	0308
 0	57.248	59.376	78	0355
 0	57.25	90.126	79.998	1319
 0	57.25	90.502	79.126	1496
 0	57.314	86.314	81.252	0863
 0	57.374	67.56	79.624	0817
 0	57.374	89.812	81.186	1093
 0	57.376	90.624	82.25	0831
 0	57.436	88.874	78.94	1342
 0	57.438	89.562	77.938	1598
 0	57.626	88.438	80.688	1121
 0	57.686	90.436	80.438	0778
 0	57.688	50.434	80.686	0650
 0	57.688	57.06	81	0776
 0	57.688	87.814	78.188	0027
 0	57.75	89.626	78	0026
 0	57.812	90.186	80.064	0760
 0	57.874	70.248	80.752	0303
 0	57.874	91.314	80.374	0872
 0	57.876	90.566	80.25	0339
 0	57.938	53.5	78.498	0970
 0	57.938	89.126	77.812	1651
 0	57.938	89.44	79.126	1569
 0	57.938	89.874	81.69	1425
 0	57.938	90.498	81.688	0232
 0	57.998	88.312	78.124	0542
 0	58.064	55.314	80.562	0523
 0	58.126	55.064	80.374	0186
 0	58.188	88.812	81.124	1018
 0	58.252	65.686	77.188	0034
 0	58.312	85.874	79.874	0431
 0	58.378	88.874	80.188	0318
 0	58.436	64.126	79.312	0572
 0	58.626	89.624	80.124	0729
 0	58.814	90.876	77.876	0937
 0	58.874	90.312	80.314	1337
 0	58.878	89.438	79.5	1334
 0	58.936	88.874	80.5	0134
 0	58.936	90.502	80.062	1545
 0	59.064	51.126	79.624	1415
 0	59.064	64.188	79.874	0221
 0	59.124	86.938	77.5	0108
 0	59.248	90.314	80	0651
 0	59.252	90.124	79.248	1351
 0	59.312	89.002	80.812	1590
 0	59.312	89.188	81.188	0756
 0	59.312	89.998	78.876	0588
 0	59.314	89.69	79.312	0558
 0	59.374	88.812	81.312	0344
 0	59.374	89.374	80.874	1441
 0	59.374	91.25	79.876	1195
 0	59.434	89.94	80.188	0961
 0	59.438	89.688	78.376	1525
 0	59.564	89	78.938	1233
 0	59.626	90.876	81.564	1251
 0	59.686	53.874	80.25	1405
 0	59.688	51.31	79.31	1096
 0	59.688	70.126	78.812	1516
 0	59.688	88.752	78.75	0487
 0	59.69	88.936	80.812	0848
 0	59.752	89.812	81.75	0612
 0	59.752	90.562	81.186	0106
 0	59.75	52.812	80.438	0665
 0	59.75	88.936	81.688	0540
 0	59.75	89.128	80	1584
 0	59.812	89.248	82.188	0301
 0	59.876	90.25	82.126	0277
 0	59	88.376	78.436	0926
 0	59.938	60.752	79.812	1214
 0	59.938	66.624	78	0513
 0	59.94	67.686	79.188	0447
 0	60.062	61.812	80.688	1311
 0	60.062	89.75	79.624	0255
 0	60.064	89.188	79.436	1572
 0	60.186	70.748	78.624	1487
 0	60.25	87.438	81.002	0531
 0	60.25	89.502	78.564	0987
 0	60.374	89.122	82.434	1179
 0	60.376	63.876	80.186	0010
 0	60.376	88.874	80.626	0190
 0	60.376	89.374	81.75	0951
 0	60.376	90.186	82.562	1730
 0	60.502	88.438	83	1150
 0	60.562	89.436	80.996	1482
 0	60.564	88.5	80.814	1156
 0	60.56	87.628	82.374	0399
 0	60.56	87.874	82.002	1350
 0	60.5	90.252	82.624	1681
 0	60.686	89.874	82.314	1435
 0	60.752	89.252	80.688	0292
 0	60.75	89.062	80	1106
 0	60.75	89.812	79.062	1484
 0	60.812	53.502	79.686	0929
 0	60.812	88.502	81.622	1056
 0	60.814	87.25	80.814	0624
 0	60.81	88.938	81.438	0117
 0	60.876	88.874	81.812	1015
 0	61.124	88.064	81.19	0640
 0	61.124	89.436	80.626	0597
 0	61.126	84.25	76.126	0905
 0	61.186	88.688	79.75	1589
 0	61.188	66.75	79.31	0500
 0	61.25	57.748	78.312	0605
 0	61.25	66.812	77.438	0057
 0	61.25	87.622	81.124	0490
 0	61.25	90.688	82.436	1244
 0	61.312	87.752	80	0439
 0	61.312	88.812	80.25	0179
 0	61.376	87.814	79.938	1048
 0	61.436	67.188	80.374	0171
 0	61.436	88.124	82.81	1515
 0	61.44	89.124	84.562	1028
 0	61.502	87.938	81.122	0769
 0	61.564	87.44	81.626	0393
 0	61.5	69.626	79.186	1450
 0	61.624	88.814	80.814	0042
 0	61.752	66.812	78.938	1391
 0	61.75	88.562	82.75	0058
 0	61.876	67.5	81.748	0661
 0	61.876	83.124	77.376	1183
 0	61.878	88.436	81.186	0449
 0	61	88.812	79.812	0560
 0	61.938	88.314	80.562	1191
 0	61.94	84.438	80.25	1430
 0	61.998	86.06	79.938	0637
 0	62.064	70.626	79.376	1711
 0	62.188	89.938	81.622	1326
 0	62.248	67.56	82.81	1127
 0	62.248	88.688	82.122	1347
 0	62.312	88.874	80.874	0328
 0	62.314	88.75	80.686	1628
 0	62.372	57.812	82.186	1278
 0	62.374	70.624	77.624	0721
 0	62.376	67.06	79.374	0306
 0	62.562	89.75	81.436	0281
 0	62.564	68.248	80.624	0351
 0	62.564	70.686	79.75	0008
 0	62.5	87.94	79.062	0405
 0	62.626	86.564	79.688	1611
 0	62.686	63.874	80.124	0004
 0	62.686	85.376	78.248	0941
 0	62.686	89.44	80.938	0181
 0	62.688	89.062	80.25	0481
 0	62.75	89.44	81.686	0150
 0	62.812	89.128	81.062	1500
 0	62.81	86.188	81.126	0739
 0	62.876	83.314	78	1320
 0	62.936	76.438	78.938	0582
 0	62.938	87.876	78.688	1140
 0	63.002	69.998	79.188	1381
 0	63.064	87.876	81.372	1307
 0	63.126	84.624	81.186	0174
 0	63.128	88.31	78.626	1040
 0	63.376	61.376	81.19	0669
 0	63.436	89.186	81.5	0825
 0	63.438	88.5	80.564	1642
 0	63.502	63.376	79.938	0900
 0	63.562	87.19	82.562	0200
 0	63.562	88.128	81.25	0146
 0	63.564	87.372	78.81	0132
 0	63.624	86.876	81.75	0195
 0	63.626	61.252	80.188	1005
 0	63.626	84.438	80.936	1073
 0	63.686	85.062	79.752	0075
 0	63.752	87	80.624	1341
 0	63.75	89.75	80.124	1120
 0	63.812	84.752	81	1167
 0	63.812	87.374	80.436	0741
 0	63.876	81.688	80	0554
 0	64.002	87.252	83.186	1117
 0	64.002	88.312	80.5	1372
 0	64.062	85.248	79.812	0395
 0	64.064	75.5	79.998	0550
 0	64.124	68.124	79.312	0838
 0	64.124	87.124	82.312	1563
 0	64.188	74	78.748	1065
 0	64.25	89.812	80.938	0362
 0	64.312	73.062	80.502	1356
 0	64.312	87.688	78.126	1074
 0	64.314	87.812	82.374	0856
 0	64.436	64.248	78.936	0737
 0	64.502	80.812	79.814	0333
 0	64.562	85.626	82.186	1490
 0	64.564	86.314	79.562	1355
 0	64.686	66.998	78.938	1212
 0	64.686	85.126	79.936	0432
 0	64.686	89.626	81.562	1454
 0	64.75	87.874	80.188	0501
 0	64.814	69.814	82.25	0561
 0	64.872	64.626	80.248	1013
 0	64.872	89.062	83.314	0382
 0	64.874	65.562	80	1733
 0	64	88.562	82	0903
 0	65.002	74.5	80.56	0142
 0	65.062	84.436	80.25	0045
 0	65.126	70.126	80.376	0468
 0	65.188	68.876	77.624	1247
 0	65.19	69.872	81.874	0006
 0	65.248	69.062	81.752	0264
 0	65.252	71.748	81.688	1566
 0	65.25	69.688	80.5	0615
 0	65.312	85.06	79.876	1025
 0	65.374	86.626	80.812	1529
 0	65.438	80.688	79.128	1647
 0	65.438	87.814	81.56	1223
 0	65.498	71.624	80.248	1288
 0	65.562	70.876	81	1044
 0	65.562	80.248	79.812	1079
 0	65.562	85.812	79.06	0358
 0	65.562	86.062	80.874	1217
 0	65.562	86.376	79.5	0028
 0	65.564	87.812	80.688	0740
 0	65.56	86.374	79.938	0784
 0	65.624	74.188	80.626	1078
 0	65.626	68.312	77.5	0299
 0	65.748	85.188	79.75	0828
 0	65.752	87.062	81.312	1165
 0	65.812	70	82.94	0475
 0	65.812	85.688	79.562	0427
 0	65.814	88.686	78.938	0226
 0	65.81	86.312	79.562	0580
 0	65.874	85.186	79.502	1618
 0	65.876	70.314	83.188	1632
 0	65.938	64.812	78.126	1417
 0	65.938	81.686	81.938	0630
 0	65.938	86.44	81.936	1475
 0	65.998	86.626	80.562	1100
 0	66.002	88	82.126	0876
 0	66.062	78.75	82.562	0846
 0	66.064	87	81.75	0357
 0	66.124	74.436	81.376	0423
 0	66.186	70.81	82.372	1522
 0	66.186	89.688	81.874	1503
 0	66.188	69.438	80.124	1357
 0	66.248	72.626	81.812	0674
 0	66.252	90.688	82.124	0372
 0	66.25	84.75	79.562	1380
 0	66.312	85.874	79.31	0341
 0	66.314	78.876	79.126	1009
 0	66.314	82.126	79.124	0345
 0	66.374	72.94	81.562	1568
 0	66.374	80.502	80.062	1302
 0	66.562	72.624	81.686	1331
 0	66.562	84.064	81.19	1615
 0	66.562	88.438	81.312	1665
 0	66.564	70.876	79.562	0459
 0	66.564	88.938	82.564	1312
 0	66.56	71.5	80.376	0398
 0	66.624	83.002	78.626	0173
 0	66.624	88.624	79.188	0947
 0	66.628	87.374	78.686	1506
 0	66.748	86.188	81.688	1701
 0	66.75	67.69	77.25	0663
 0	66.75	69.752	80.686	0551
 0	66.75	72.44	81	0156
 0	66.75	85.874	81.874	0704
 0	66.812	69.878	80.562	1432
 0	66.812	86.626	80.44	1634
 0	66.81	85.562	80.186	0089
 0	66	86.25	81.5	1570
 0	66.874	71.75	82	1704
 0	66	87.5	82.314	0476
 0	66.876	73.064	81.876	1412
 0	66.876	87.438	79.748	0346
 0	66	88.624	82.19	0015
 0	66.936	81.188	80.436	0243
 0	66.938	76.5	81.5	1722
 0	66.938	85.25	78.438	1255
 0	66.938	88.938	78.128	1066
 0	67.002	83.812	80.562	0813
 0	67.064	73.376	80.126	1688
 0	67.122	71.126	80.128	1080
 0	67.124	71.936	83.376	0768
 0	67.126	77.436	77.686	0834
 0	67.126	87.062	81.5	1517
 0	67.25	85.938	77.624	0253
 0	67.25	86.25	78.624	1419
 0	67.25	86.31	80.874	1069
 0	67.312	71.684	83.562	1335
 0	67.312	87.938	81.562	0478
 0	67.312	88.874	81.812	0429
 0	67.314	85.186	81.126	1298
 0	67.376	88.376	82.374	1101
 0	67.438	76.562	81.936	1444
 0	67.438	86.812	81.498	0633
 0	67.498	84.562	79.69	1429
 0	67.562	70.624	79.998	1501
 0	67.562	79.188	79.564	0208
 0	67.564	74.186	81.5	0844
 0	67.564	87.878	80.312	1138
 0	67.5	72.75	82.188	0622
 0	67.686	68.624	78.69	0696
 0	67.686	83.874	79.936	0013
 0	67.686	86.562	78.5	1461
 0	67.686	86.876	81.374	0210
 0	67.748	73	81.188	0055
 0	67.748	81.498	81.188	0053
 0	67.75	88.812	79.75	0259
 0	67	77.934	78.186	1553
 0	67.812	87.5	79.812	0094
 0	67.81	81.498	83.124	0300
 0	67.874	74.754	80.314	1513
 0	67.876	75.686	81.436	0505
 0	67.878	89.312	81.372	1210
 0	67.936	71.75	83.376	0406
 0	67.936	73.69	79.252	1075
 0	67.938	82.064	81.376	0274
 0	68.064	82.934	80.876	0915
 0	68.124	75.438	82.25	0895
 0	68.124	84.438	82.81	1141
 0	68.126	69.5	79.126	1282
 0	68.126	80.188	83.562	1639
 0	68.186	73.126	80.688	1418
 0	68.186	78.752	81.626	1193
 0	68.188	70	77.44	0902
 0	68.188	79.31	78.75	1613
 0	68.248	81.75	79.686	0770
 0	68.248	85.75	81.5	1469
 0	68.248	87.374	81	0757
 0	68.252	86.874	81.252	0530
 0	68.312	73.376	81.122	1082
 0	68.312	85.25	80.312	1240
 0	68.314	79.5	80.062	1243
 0	68.372	73.686	84.688	0408
 0	68.374	74.188	80.876	0780
 0	68.374	79.126	81.252	0922
 0	68.374	82.374	80.188	0131
 0	68.374	84.124	79.938	1659
 0	68.376	81.064	81.438	0532
 0	68.376	87.126	81.252	0002
 0	68.378	73.812	79.438	0233
 0	68.502	85.812	81.064	1159
 0	68.562	87.374	80.062	1336
 0	68.5	83.502	81.688	0866
 0	68.626	71.376	83.062	1365
 0	68.626	73.75	81.378	0522
 0	68	66.812	78.566	1304
 0	68.686	82.312	81.498	0636
 0	68.686	88.188	82.748	1672
 0	68.688	87.25	79	1399
 0	68.748	74.502	82.374	0396
 0	68.752	88.876	82.812	0527
