K	ADVFM_AVG	ADVFM_in	ADVFM_on	ADVFM_near	ADVFM_behind	ADVFM_under	FM	PT	ID
 64	70.7813	50.7833	36.7167	88.28	87.76	90.3667	88.54	80.21	0254
 64	70.8347	45.3133	43.7533	86.46	88.02	90.6267	84.3733	79.5833	0903
 64	70.8853	46.0933	45.5733	87.24	88.54	86.98	83.75	82.0833	0284
 64	70.886	52.8633	53.9067	79.95	84.3767	83.3333	84.0633	81.46	0613
 64	70.8867	65.8867	51.0433	78.65	80.47	78.3833	80.9367	76.6667	0434
 64	71.0413	59.8967	63.54	73.96	84.8967	72.9133	79.3733	78.4367	0924
 64	71.0413	72.6533	70.31	68.75	67.71	75.7833	80	80.0033	0286
 64	71.042	56.25	39.3233	90.3633	82.5533	86.72	84.6867	80.73	0120
 64	71.0427	50.5233	52.6067	83.5933	84.3767	84.1133	83.6433	80.9367	0017
 64	71.0427	62.5033	66.6667	70.0533	76.3	79.69	79.79	81.8767	0406
 64	71.0427	68.23	67.71	69.7933	77.6033	71.8767	78.4367	81.1467	0511
 64	71.0927	52.3433	63.02	81.5067	80.99	77.6033	82.0867	78.9567	0610
 64	71.4067	53.6467	51.3033	79.6867	85.94	86.4567	82.0833	83.23	0663
 64	71.4073	60.1567	44.0133	80.47	88.28	84.1167	85.1067	80.9367	0860
 64	71.408	41.1467	54.69	88.02	88.0233	85.16	85	82.5033	0345
 64	71.5106	51.8233	54.17	76.8233	89.5833	85.1533	84.69	82.5	0756
 64	71.5607	62.2367	55.7267	77.8633	79.9467	82.03	83.44	79.8967	0547
 64	71.7193	46.3533	46.3567	88.5433	89.06	88.2833	84.48	80.31	0276
 64	71.7693	48.1733	53.9033	86.98	88.54	81.25	85.2067	80.21	0082
 64	71.7707	78.3833	76.8233	56.25	74.48	72.9167	75.3133	86.3567	0828
 64	71.874	49.2167	74.74	76.8233	80.7267	77.8633	81.04	82.29	0931
 64	71.8753	36.46	61.72	81.51	88.8033	90.8833	85.1033	81.0433	0072
 64	71.8754	40.6267	35.68	93.2267	93.4867	96.3567	87.3967	81.04	0365
 64	71.9793	56.5133	50	83.33	85.1567	84.8967	84.0633	81.0433	0339
 64	71.98	73.7	77.0833	63.8033	75	70.3133	76.3567	78.4367	0389
 64	72.082	60.1567	71.8733	74.4767	79.6867	74.2167	79.3733	80.6267	0153
 64	72.136	49.7433	59.3767	85.1533	85.16	81.2467	83.5433	81.8767	0657
 64	72.24	72.1367	73.9567	67.4467	68.49	79.17	78.3367	81.3567	0299
 64	72.2907	32.29	42.9667	96.3533	94.79	95.0533	88.4367	79.9	0787
 64	72.3433	70.57	82.0333	68.7467	69.2733	71.0933	78.0233	80.8333	0653
 64	72.3953	48.1767	47.1333	88.8033	89.06	88.8033	85.9367	82.71	0144
 64	72.396	44.2733	61.7167	79.1667	89.5833	87.24	84.27	82.2933	0803
 64	72.6567	68.49	59.8967	83.0733	78.1233	73.7	83.54	82.29	0116
 64	72.6573	71.0967	72.6567	67.71	77.8633	73.96	79.6867	82.71	0515
 64	72.7607	71.0967	67.71	77.6033	79.9467	67.4467	82.3967	80.73	0797
 64	72.8127	64.8467	60.1533	75.0033	81.2467	82.8133	82.81	79.8967	0550
 64	72.8633	45.31	44.27	90.3667	91.6633	92.7067	88.75	80.3133	0659
 64	72.864	34.8967	43.4867	94.53	94.2667	97.14	86.8767	81.6667	0429
 64	72.918	46.0967	47.9167	90.8867	88.5433	91.1467	85.4167	83.1233	0280
 64	73.0733	71.3567	68.23	69.01	78.6467	78.1233	81.56	82.9133	0412
 64	73.1773	51.82	57.29	83.5967	90.3667	82.8133	86.6667	78.75	0905
 64	73.1773	72.9167	79.1667	70.0533	70.3133	73.4367	80.8333	82.2933	0920
 64	73.4907	65.8867	68.23	75.7833	73.4367	84.1167	80.4167	82.6	0252
 64	73.49	55.73	51.04	88.5433	82.5533	89.5833	87.19	81.56	0559
 64	73.5427	78.6467	65.8867	67.71	79.69	75.78	80.73	82.4967	0572
 64	73.594	51.5633	69.7933	77.08	83.8533	85.68	83.44	83.4367	0388
 64	73.6973	60.4167	58.5933	82.29	84.3733	82.8133	85.83	79.27	0113
 64	73.698	58.8533	49.4833	87.76	84.6367	87.7567	87.9167	81.67	0897
 64	73.8527	54.4267	55.4667	89.58	83.3333	86.4567	86.77	81.6667	0013
 64	73.8533	46.6167	73.6967	78.6433	84.8933	85.4167	81.8767	81.46	0590
 64	73.9593	65.1033	56.2533	81.51	81.7733	85.1567	85.52	78.9567	0634
 64	74.1153	56.51	54.4267	86.98	82.2933	90.3667	84.8967	83.1233	0629
 64	74.2693	68.7467	68.23	76.3	82.29	75.78	81.1467	81.6667	0758
 64	74.4253	52.6033	45.31	90.3633	90.6233	93.2267	85.7267	80.8333	0512
 64	74.636	67.97	68.23	73.4367	80.99	82.5533	81.9767	80.9367	0005
 64	74.6873	54.6867	64.3233	86.1967	85.1567	83.0733	84.3733	80.9367	0541
 64	74.6873	69.79	58.5933	77.0833	81.25	86.72	85.6233	81.0433	0603
 64	74.7913	63.28	59.3767	82.2933	84.8933	84.1133	83.5433	82.8133	0283
 64	74.8953	76.04	73.9567	64.5833	84.8967	75	81.0433	80.1033	0568
 64	74.9487	63.54	66.6667	82.0333	81.5133	80.99	83.8533	81.4567	0030
 64	74.9987	63.8033	57.2867	85.4167	86.4567	82.03	82.3933	80.7267	0303
 64	75.156	65.3633	60.9367	83.8567	84.3733	81.25	80.9367	79.4767	0767
 64	75.1573	54.1667	54.4267	87.5033	88.2833	91.4067	85.21	80.52	0582
 64	75.416	66.1467	67.7067	82.29	81.77	79.1667	85	81.35	0135
 64	75.4167	73.96	69.53	77.08	74.74	81.7733	80.7267	82.4967	0305
 64	75.4687	59.3733	73.6967	79.4267	82.8133	82.0333	82.6033	81.4567	0823
 64	75.572	52.6033	50.26	93.49	92.4467	89.06	85.8333	80.8333	0052
 64	75.574	76.8233	71.0967	70.5733	81.51	77.8667	78.3333	80.52	0166
 64	75.7807	83.8533	69.01	70.05	79.6867	76.3033	79.9967	77.71	0534
 64	75.9374	53.6467	66.6667	86.1967	86.2	86.9767	85.21	81.56	0930
 64	76.146	43.75	75	84.3733	90.8867	86.72	84.0633	79.3733	0021
 64	76.4587	64.8433	62.5	83.8567	84.3733	86.72	84.5833	81.46	0285
 64	76.5633	70.3133	68.23	79.6867	77.8667	86.72	82.0833	84.8967	0131
 64	76.6153	65.8833	53.3867	86.72	88.5433	88.5433	84.69	80.3133	0671
 64	77.0833	66.1467	62.24	86.2	80.99	89.84	85.8333	79.79	0065
 64	77.4473	64.8433	56.25	89.8433	87.5	88.8	86.46	81.77	0770
 64	77.864	77.8633	71.3533	76.3	85.1567	78.6467	80.9367	81.3567	0151
 64	78.02	58.07	80.47	74.74	86.7167	90.1033	82.9167	79.4767	0364
 64	78.074	68.49	50	85.4167	92.45	94.0133	87.3967	81.3533	0900
 64	78.4373	71.3567	65.3633	86.9767	82.0333	86.4567	84.2667	80.1067	0910
 64	78.9053	52.3433	71.8767	85.4167	90.1	94.79	85.4167	80.3133	0765
