K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	FM	FMS	PT	SYNTH	ID
64	50.0	100.0	100.0	0.0	100.0	0.0	89.57	89.75	57.61	57.81	1033
64	75.75	25.07	87.43	56.27	89.14	70.16	85.38	91.62	81.73	82.81	0011
64	78.7575	0.65	84.69	82.24	73.47	74.63	83.74	89.73	83.99	75.0	1782
0	50.0	100.0	100.0	0.0	100.0	0.0	90.04	89.94	58.92	70.31	0750
64	79.9725	-12.4	84.33	86.9	63.21	85.45	78.82	89.19	85.09	78.12	0009
0	55.6475	-45.7	31.92	74.25	33.68	82.74	53.97	85.01	83.24	68.75	0008
0	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.41	58.89	43.75	0751
0	50.0	100.0	100.0	0.0	100.0	0.0	89.63	89.29	56.86	48.44	1523
64	50.0	100.0	100.0	0.0	100.0	0.0	90.0	89.41	58.4	64.06	1773
64	50.0	100.0	100.0	0.0	100.0	0.0	88.86	89.23	58.46	43.75	0286
64	72.4525	34.56	89.62	41.29	89.84	69.06	86.27	91.33	82.32	67.19	0535
0	50.0	100.0	100.0	0.0	100.0	0.0	89.02	88.88	57.22	48.44	1274
64	29.9875	-27.14	1.4	82.91	31.43	4.21	13.67	13.37	25.02	23.44	1039
64	61.9825	70.3	97.16	15.65	97.1	38.02	89.02	92.04	81.32	78.12	0287
0	50.0	100.0	100.0	0.0	100.0	0.0	90.16	90.56	57.45	56.25	0256
0	50.0075	99.98	100.0	0.0	100.0	0.03	91.27	88.8	77.65	68.75	0504
0	61.5475	55.53	91.48	32.52	87.14	35.05	81.92	90.7	80.63	79.69	1522
0	50.0	100.0	100.0	0.0	100.0	0.0	89.94	89.61	58.58	51.56	1502
64	49.24	96.46	95.79	0.55	99.15	1.47	81.27	81.04	58.07	40.62	1009
64	50.0	100.0	100.0	0.0	100.0	0.0	89.69	89.83	57.1	65.62	0258
0	63.63	36.15	83.03	40.18	80.38	50.93	82.54	91.31	81.86	64.06	0282
64	73.7825	14.36	77.45	57.6	84.48	75.6	82.04	92.08	83.4	81.25	0545
0	50.0	100.0	100.0	0.0	100.0	0.0	89.94	89.61	57.27	53.12	1027
64	74.79	-13.23	80.65	76.69	55.71	86.11	79.51	86.69	84.99	79.69	0035
64	50.0	100.0	100.0	0.0	100.0	0.0	90.1	90.22	58.81	60.94	0293
0	51.615	82.72	97.91	10.1	88.04	10.41	85.32	89.04	79.09	71.88	1506
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	90.04	57.81	60.94	1783
0	49.975	99.95	100.0	0.0	99.9	0.0	89.31	89.11	57.58	43.75	1035
64	49.8625	99.72	100.0	0.0	99.45	0.0	87.63	88.27	57.66	43.75	0255
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.96	58.33	48.44	0526
0	57.665	62.12	88.71	15.09	88.74	38.12	82.38	92.55	81.55	85.94	1500
0	50.0	100.0	100.0	0.0	100.0	0.0	89.77	89.59	57.22	64.06	1763
64	78.8775	-12.69	74.45	86.13	70.62	84.31	79.42	88.9	82.83	76.56	0753
64	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.92	58.79	39.06	0266
0	56.0825	65.34	89.52	25.19	87.99	21.63	83.86	92.22	79.63	71.88	1751
64	79.3325	16.61	87.14	77.8	88.14	64.25	86.07	92.35	82.47	78.12	0262
64	65.6425	-31.44	45.79	85.13	54.05	77.6	70.8	77.99	80.29	59.38	1750
0	50.0	100.0	100.0	0.0	100.0	0.0	89.63	89.04	56.76	45.31	1284
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	89.71	56.58	35.94	1254
64	3.3675	0.85	0.78	5.88	6.81	0.0	2.49	2.55	1.08	1.56	0517
64	50.0	100.0	100.0	0.0	100.0	0.0	89.96	89.73	59.64	32.81	0507
64	50.0	100.0	100.0	0.0	100.0	0.0	89.13	89.63	58.2	51.56	0251
0	50.0	100.0	100.0	0.0	100.0	0.0	89.59	89.49	57.33	46.88	0278
0	60.3025	54.6	87.92	25.75	87.29	40.25	82.32	93.11	83.32	70.31	1025
64	62.6925	52.56	89.56	37.74	88.39	35.08	84.43	92.26	81.96	78.12	0795
64	49.175	98.35	100.0	0.0	96.7	0.0	86.45	86.09	57.4	42.19	0283
64	50.0	100.0	100.0	0.0	100.0	0.0	89.91	89.89	58.28	46.88	1292
K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	FM	FMS	PT	SYNTH	ID
0	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.37	56.79	50.0	1124
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	89.19	57.63	42.19	0514
0	49.905	99.59	99.9	0.22	99.5	0.0	86.59	86.63	57.84	46.88	1559
64	50.0	100.0	100.0	0.0	100.0	0.0	89.49	88.84	58.76	50.0	1628
0	50.0	100.0	100.0	0.0	100.0	0.0	89.59	89.19	56.58	53.12	0055
64	7.4675	8.59	2.25	5.88	21.27	0.47	6.99	7.09	1.9	6.25	1067
0	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.96	59.51	48.44	1508
0	50.0	100.0	100.0	0.0	100.0	0.0	90.0	89.61	57.4	53.12	1104
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	90.12	58.58	60.94	0017
64	66.4975	46.59	92.75	39.84	86.84	46.56	86.41	91.11	83.17	76.56	0022
64	50.0	100.0	100.0	0.0	100.0	0.0	89.21	89.47	58.12	53.12	1107
0	59.005	66.55	94.42	16.98	90.14	34.48	84.65	90.91	81.78	84.38	1051
64	50.0	100.0	100.0	0.0	100.0	0.0	89.41	89.25	57.63	56.25	1623
64	60.11	72.71	95.23	17.54	97.7	29.97	86.31	90.44	80.63	78.12	1011
0	55.67	80.25	96.64	10.77	94.94	20.33	83.86	91.17	80.01	73.44	1153
64	67.2	49.01	90.67	35.96	92.74	49.43	87.08	91.31	81.91	75.0	1102
0	46.9225	92.73	99.74	1.11	86.84	0.0	84.61	84.22	56.81	28.12	1150
0	50.0	100.0	100.0	0.0	100.0	0.0	89.21	89.85	57.12	54.69	1057
0	50.0	100.0	100.0	0.0	100.0	0.0	89.59	89.65	57.74	68.75	0120
64	74.79	17.89	82.18	52.72	85.29	78.97	84.26	89.02	81.14	76.56	0109
0	57.3675	-44.51	28.13	77.91	42.09	81.34	54.76	85.82	82.47	78.12	1539
64	77.505	3.14	77.22	74.03	80.93	77.84	80.01	89.98	83.47	67.19	0122
0	50.0	100.0	100.0	0.0	100.0	0.0	89.17	89.71	58.97	60.94	0650
0	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.91	59.07	62.5	1041
64	49.67	95.67	99.22	3.66	95.8	0.0	85.54	85.91	55.94	34.38	1021
64	50.0	100.0	100.0	0.0	100.0	0.0	89.49	89.63	57.3	51.56	0602
64	50.0	100.0	100.0	0.0	100.0	0.0	89.96	89.47	57.76	35.94	1571
0	50.0	100.0	100.0	0.0	100.0	0.0	90.3	90.14	59.02	53.12	1137
64	72.265	18.86	85.51	55.94	77.88	69.73	84.89	87.26	82.11	79.69	0069
0	67.3425	23.35	81.46	55.16	76.58	56.17	77.12	86.37	81.52	68.75	0622
0	59.61	-30.35	42.72	73.7	46.15	75.87	63.65	89.11	84.14	81.25	1533
64	72.62	31.89	87.89	51.5	89.24	61.85	86.76	92.67	82.45	81.25	1568
0	57.5675	22.96	74.48	30.63	63.61	61.55	72.9	89.67	81.78	70.31	0021
0	49.75	99.5	100.0	0.0	99.0	0.0	86.51	86.23	58.15	48.44	1152
64	50.0	100.0	100.0	0.0	100.0	0.0	89.98	90.04	58.51	42.19	0559
0	50.0	100.0	100.0	0.0	100.0	0.0	89.49	89.47	56.58	53.12	1042
64	23.0825	-44.73	0.03	90.9	1.4	0.0	10.15	10.11	19.55	23.44	0643
0	58.1175	40.54	80.74	23.86	76.03	51.84	80.24	91.68	83.09	81.25	0057
0	53.93	-46.18	28.3	69.59	33.38	84.45	56.14	86.59	83.47	73.44	0028
64	25.135	-49.62	0.0	99.89	0.65	0.0	12.66	12.41	35.57	25.0	0516
64	50.0	100.0	100.0	0.0	100.0	0.0	89.37	89.19	58.4	46.88	1033
64	47.6875	75.18	97.03	20.2	73.52	0.0	75.05	74.93	57.48	35.94	1558
0	50.0	100.0	100.0	0.0	100.0	0.0	89.55	90.18	56.99	68.75	1061
0	60.835	-25.77	48.2	75.14	47.7	72.3	65.67	87.65	81.81	71.88	1620
64	48.1275	96.19	99.8	0.0	92.64	0.07	81.25	81.69	58.1	32.81	1576
64	1.865	3.16	0.49	0.33	6.41	0.23	2.19	2.37	0.18	0.0	0568
64	76.7925	20.82	88.12	64.37	86.29	68.39	84.51	88.72	81.76	76.56	0549
0	50.0	100.0	100.0	0.0	100.0	0.0	89.75	90.12	57.4	57.81	1054
64	74.1325	13.77	81.76	78.58	80.28	55.91	82.99	89.89	82.01	70.31	1524
64	78.51	-18.51	79.8	84.24	58.71	91.29	75.86	86.7	84.04	79.69	0630
0	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.89	57.89	54.69	0041
0	55.675	-54.28	27.84	84.35	29.23	81.28	53.71	75.5	81.65	87.5	0151
64	50.0	100.0	100.0	0.0	100.0	0.0	89.91	90.28	57.48	51.56	1563
64	50.0	100.0	100.0	0.0	100.0	0.0	89.85	90.24	58.35	56.25	1028
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	89.63	58.74	43.75	1542
64	18.8075	-9.33	3.66	46.95	24.62	0.0	8.85	9.13	7.7	4.69	1083
0	50.0	100.0	100.0	0.0	100.0	0.0	90.16	89.51	56.79	46.88	0006
0	42.99	62.81	90.63	22.97	58.16	0.2	69.4	69.12	57.02	34.38	0626
64	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.77	57.97	65.62	1526
64	68.13	43.02	90.34	29.52	88.94	63.72	87.53	91.49	81.63	82.81	0075
64	27.63	-10.56	3.66	65.82	41.04	0.0	14.26	14.56	11.37	15.62	0648
64	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.59	57.63	42.19	0625
0	49.95	99.9	100.0	0.0	99.8	0.0	88.76	89.21	57.3	35.94	0561
64	71.79	-9.72	72.1	77.03	61.76	76.27	78.49	87.18	83.78	71.88	0523
64	69.465	20.54	86.75	44.06	72.72	74.33	86.49	91.88	86.19	73.44	0647
0	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.21	56.94	45.31	0032
0	61.0575	-23.17	52.74	66.48	46.2	78.81	61.81	87.28	81.7	75.0	0617
0	50.0	100.0	100.0	0.0	100.0	0.0	89.89	90.02	58.51	46.88	0153
64	50.0	100.0	100.0	0.0	100.0	0.0	89.55	89.43	57.3	45.31	0056
64	50.0	100.0	100.0	0.0	100.0	0.0	89.23	89.43	56.66	46.88	0658
64	55.86	83.11	98.43	14.76	96.4	13.85	87.89	90.22	79.65	70.31	1119
0	67.23	-23.66	59.6	80.02	51.2	78.1	70.76	86.67	84.09	78.12	1037
0	50.0	100.0	100.0	0.0	100.0	0.0	90.16	90.24	58.69	45.31	0013
0	50.0	100.0	100.0	0.0	100.0	0.0	89.59	89.87	56.68	57.81	0631
64	49.7875	99.57	100.0	0.0	99.15	0.0	84.75	84.99	58.22	35.94	1046
64	50.0	100.0	100.0	0.0	100.0	0.0	90.16	90.08	57.94	59.38	0530
64	70.245	36.5	82.25	40.84	94.74	63.15	85.82	92.26	81.81	76.56	0620
64	74.7525	-1.19	80.35	79.8	67.97	70.89	78.88	85.03	80.78	73.44	0058
64	50.0	100.0	100.0	0.0	100.0	0.0	89.35	89.53	57.74	51.56	1117
0	59.24	-14.83	55.55	54.94	48.1	78.37	66.99	87.65	82.96	67.19	0574
0	58.8375	-26.98	43.34	73.36	47.35	71.3	65.88	88.66	83.96	73.44	1106
64	58.6575	74.56	95.63	15.98	96.25	26.77	88.66	91.13	80.93	73.44	1077
0	55.2625	80.32	96.05	11.65	94.79	18.56	88.62	91.88	84.3	68.75	0092
64	50.0	100.0	100.0	0.0	100.0	0.0	89.31	89.87	57.58	42.19	0048
0	50.0	100.0	100.0	0.0	100.0	0.0	89.94	89.51	56.51	53.12	0072
64	50.0	100.0	100.0	0.0	100.0	0.0	90.1	89.96	57.81	59.38	0091
0	55.755	80.89	95.95	23.31	96.45	7.31	88.34	92.91	81.4	71.88	0589
0	50.0	100.0	100.0	0.0	100.0	0.0	90.26	89.91	57.56	64.06	0613
64	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.39	57.27	51.56	0547
0	50.0825	98.17	99.09	1.66	99.25	0.33	82.6	82.66	57.74	32.81	0585
64	49.8425	99.46	100.0	0.22	99.15	0.0	88.74	88.25	57.35	42.19	0594
0	60.65	-0.36	60.08	56.94	60.86	64.72	72.42	90.16	82.53	67.19	1008
64	75.8725	-8.25	78.13	86.46	65.37	73.53	78.66	86.69	80.81	67.19	1626
0	57.6125	43.97	83.06	33.74	76.13	37.52	79.02	91.21	81.5	85.94	1586
64	0.415	0.61	0.29	0.22	1.15	0.0	0.51	0.53	0.05	0.0	1507
64	48.3575	87.84	95.56	8.88	88.99	0.0	83.92	83.56	57.84	42.19	1556
0	50.0	100.0	100.0	0.0	100.0	0.0	90.06	89.77	58.15	53.12	0050
64	0.495	0.99	0.03	0.0	1.95	0.0	0.63	0.67	0.0	0.0	0145
0	49.9875	99.97	100.0	0.0	99.95	0.0	89.94	89.73	57.43	60.94	0040
64	50.0	100.0	100.0	0.0	100.0	0.0	89.59	89.85	58.48	53.12	0033
0	50.0	100.0	100.0	0.0	100.0	0.0	89.29	89.81	56.79	45.31	1572
0	50.0	100.0	100.0	0.0	100.0	0.0	89.89	89.71	57.92	51.56	0525
64	75.815	-7.44	79.37	78.14	64.81	80.94	79.73	84.87	83.35	75.0	0646
0	50.0	100.0	100.0	0.0	100.0	0.0	89.61	89.69	56.76	60.94	0054
64	50.0	100.0	100.0	0.0	100.0	0.0	89.53	89.65	58.46	50.0	0038
64	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.59	56.56	40.62	1078
64	71.95	30.44	85.7	61.82	88.64	51.64	86.09	92.1	83.63	73.44	1567
64	69.3575	-6.45	68.05	73.47	64.21	71.7	76.23	82.5	81.16	67.19	0644
64	50.0	100.0	100.0	0.0	100.0	0.0	89.27	89.67	57.45	43.75	1580
64	74.565	29.98	87.17	61.04	91.94	58.11	84.93	91.27	80.91	78.12	1058
64	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.37	58.56	43.75	0615
64	46.0975	63.69	93.93	27.97	61.96	0.53	70.64	71.41	58.43	39.06	1074
64	73.0325	1.34	70.53	75.69	76.88	69.03	78.35	84.69	80.47	78.12	0509
0	50.0	100.0	100.0	0.0	100.0	0.0	89.27	90.04	58.25	51.56	1069
64	50.0	100.0	100.0	0.0	100.0	0.0	89.45	90.18	57.53	43.75	1132
0	55.3675	-48.23	30.22	77.36	32.28	81.61	57.19	85.32	84.71	79.69	0141
0	50.0	100.0	100.0	0.0	100.0	0.0	89.89	89.77	56.25	53.12	0007
0	52.6925	94.04	99.77	9.21	99.65	2.14	90.52	88.92	83.04	70.31	0114
64	50.0	100.0	100.0	0.0	100.0	0.0	89.1	89.11	58.2	50.0	0062
0	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.75	56.68	59.38	1624
64	25.08	-44.74	0.07	94.89	5.36	0.0	12.52	12.15	17.17	18.75	0107
64	70.8375	28.84	86.78	55.16	83.73	57.68	84.39	87.65	81.32	73.44	0039
0	63.795	-27.98	54.77	79.8	44.84	75.77	66.16	77.24	81.37	65.62	1506
0	49.7875	99.24	99.97	0.33	98.85	0.0	86.19	86.76	57.22	40.62	1600
0	50.0	100.0	100.0	0.0	100.0	0.0	89.77	89.67	57.99	54.69	0520
0	50.0	100.0	100.0	0.0	100.0	0.0	89.79	89.77	58.22	53.12	1040
0	65.005	-6.68	60.31	62.6	63.01	74.1	69.81	84.97	81.37	81.25	0111
0	54.545	56.22	85.93	29.97	79.38	22.9	81.67	92.87	81.83	73.44	0012
0	61.3875	-14.94	55.58	70.26	52.25	67.46	67.66	83.66	80.88	64.06	0095
64	65.9625	38.86	83.09	54.72	87.69	38.35	85.2	89.65	81.45	75.0	1514
64	19.9425	-3.4	3.0	43.29	33.48	0.0	10.96	10.47	7.54	9.38	0059
0	50.0	100.0	100.0	0.0	100.0	0.0	90.6	90.16	57.58	59.38	0544
0	65.7775	-18.5	57.15	79.69	55.91	70.36	73.01	86.98	84.89	65.62	0614
0	50.0	100.0	100.0	0.0	100.0	0.0	89.55	90.08	57.04	57.81	1588
64	50.0	100.0	100.0	0.0	100.0	0.0	89.91	90.06	57.76	57.81	0533
0	61.685	23.04	75.49	43.29	70.92	57.04	80.96	92.37	85.76	81.25	1027
0	58.1575	66.44	93.11	19.87	89.64	30.01	82.0	90.64	80.86	87.5	1136
64	71.3325	16.33	81.82	46.39	77.18	79.94	80.74	89.57	82.88	76.56	0600
0	50.0	100.0	100.0	0.0	100.0	0.0	90.04	90.12	57.79	56.25	0110
64	75.0475	25.12	89.33	48.17	85.89	76.8	86.45	90.44	81.55	78.12	1115
64	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.11	57.71	64.06	1060
0	50.0	100.0	100.0	0.0	100.0	0.0	89.69	89.65	59.28	45.31	0562
0	50.0	100.0	100.0	0.0	100.0	0.0	89.65	89.15	57.07	54.69	0610
0	70.915	29.48	89.78	53.61	81.53	58.74	82.99	77.36	78.78	64.06	1561
0	50.0	100.0	100.0	0.0	100.0	0.0	89.35	90.38	57.17	51.56	1609
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.1	57.33	40.62	1143
64	50.0	100.0	100.0	0.0	100.0	0.0	89.75	89.57	57.87	57.81	0046
0	50.0	100.0	100.0	0.0	100.0	0.0	89.77	90.0	58.2	57.81	1001
64	50.0	100.0	100.0	0.0	100.0	0.0	89.57	89.89	56.99	34.38	0108
64	79.4925	10.38	86.98	78.25	82.38	70.36	84.2	88.86	80.88	68.75	1004
64	50.0	100.0	100.0	0.0	100.0	0.0	89.39	88.94	57.48	40.62	1613
0	50.0	100.0	100.0	0.0	100.0	0.0	89.55	89.41	57.87	59.38	0004
64	71.7825	38.27	92.04	37.74	89.79	67.56	86.96	90.38	81.96	75.0	1611
0	47.45	-57.91	17.92	65.93	19.07	86.88	52.07	86.19	86.01	65.62	1135
64	0.9875	1.71	0.13	0.0	3.55	0.27	1.26	1.19	0.21	3.12	0545
64	50.0	100.0	100.0	0.0	100.0	0.0	90.04	89.71	58.63	51.56	1528
0	57.5625	77.35	97.23	8.1	95.25	29.67	85.05	91.53	80.68	75.0	1505
0	59.67	-39.01	44.39	88.79	35.94	69.56	64.22	73.75	83.83	64.06	1548
64	50.0	100.0	100.0	0.0	100.0	0.0	89.49	89.21	57.61	35.94	0135
0	50.0	100.0	100.0	0.0	100.0	0.0	89.75	89.49	55.86	37.5	1050
0	55.035	-35.41	41.12	76.03	33.53	69.46	58.06	82.73	77.83	70.31	0023
0	64.7625	6.98	69.58	60.6	66.92	61.95	71.63	81.75	80.78	68.75	0601
0	50.0	100.0	100.0	0.0	100.0	0.0	89.69	89.57	57.61	56.25	1577
0	53.3725	-47.25	33.81	72.59	25.68	81.41	53.12	78.94	83.27	62.5	1134
0	45.9375	91.61	99.8	0.0	83.68	0.27	77.14	77.6	58.53	43.75	1019
64	50.0	100.0	100.0	0.0	100.0	0.0	89.81	89.25	57.94	53.12	1073
64	50.0	100.0	100.0	0.0	100.0	0.0	89.96	90.1	58.81	68.75	0599
0	56.3225	-39.03	37.92	75.14	35.69	76.54	57.39	85.07	82.63	57.81	0126
0	50.0	100.0	100.0	0.0	100.0	0.0	89.98	89.77	57.51	50.0	0103
0	65.1975	43.86	86.06	54.83	88.19	31.71	83.56	79.51	75.44	51.56	0558
0	58.515	67.94	93.08	15.21	91.89	33.88	85.4	91.05	81.06	84.38	0607
64	50.0	100.0	100.0	0.0	100.0	0.0	89.94	89.57	58.04	67.19	0524
0	50.0	100.0	100.0	0.0	100.0	0.0	89.61	89.79	58.2	46.88	0653
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	90.06	58.1	59.38	0529
64	56.1825	81.88	97.0	11.65	97.25	18.83	87.1	91.03	81.22	79.69	0604
64	50.0	100.0	100.0	0.0	100.0	0.0	89.53	89.27	58.25	51.56	1048
0	50.0	100.0	100.0	0.0	100.0	0.0	89.55	89.61	58.46	50.0	1063
0	50.0	100.0	100.0	0.0	100.0	0.0	90.0	89.43	57.15	57.81	1590
64	50.0	100.0	100.0	0.0	100.0	0.0	88.88	89.85	59.15	43.75	0086
64	49.7675	99.33	99.97	0.0	98.9	0.2	88.36	88.15	59.12	45.31	1029
64	50.0	100.0	100.0	0.0	100.0	0.0	89.87	89.63	58.63	60.94	1599
0	55.4525	-33.82	35.05	67.92	42.04	76.8	63.41	89.91	86.17	75.0	0052
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.81	57.45	50.0	0576
0	50.0	100.0	100.0	0.0	100.0	0.0	89.33	89.49	58.33	40.62	0512
64	59.755	60.08	92.85	7.33	86.74	52.1	85.84	91.56	81.4	82.81	1113
0	54.115	-43.94	34.01	84.35	30.28	67.82	63.49	88.64	83.24	67.19	0143
64	50.0	100.0	100.0	0.0	100.0	0.0	89.98	89.85	58.46	46.88	1155
64	49.9875	99.97	100.0	0.0	99.95	0.0	90.52	90.22	58.1	53.12	0567
0	50.0	100.0	100.0	0.0	100.0	0.0	89.35	89.59	57.48	42.19	0580
0	50.0	100.0	100.0	0.0	100.0	0.0	90.02	89.59	57.4	60.94	1519
64	67.545	39.12	85.67	42.06	88.54	53.91	85.44	92.06	83.17	76.56	0542
64	50.0	100.0	100.0	0.0	100.0	0.0	90.02	89.98	57.84	43.75	0565
0	50.0	100.0	100.0	0.0	100.0	0.0	89.47	89.35	57.12	43.75	1129
0	50.0	100.0	100.0	0.0	100.0	0.0	89.31	89.41	57.17	45.31	0508
0	63.1125	-18.15	55.32	69.15	52.75	75.23	66.83	88.62	81.11	75.0	0579
64	84.44	0.44	83.78	82.02	85.54	86.42	82.52	90.0	79.96	73.44	0539
64	24.51	-41.1	0.16	68.59	7.76	21.53	7.9	9.17	38.77	20.31	1099
64	50.0	100.0	100.0	0.0	100.0	0.0	89.63	89.83	57.94	54.69	1038
0	56.6025	12.06	60.05	46.17	65.22	54.97	75.76	92.81	85.45	76.56	1100
0	51.06	97.35	99.67	1.33	99.8	3.44	90.83	90.36	79.06	79.69	0082
0	50.0	100.0	100.0	0.0	100.0	0.0	89.0	89.67	57.12	62.5	1552
0	50.0	100.0	100.0	0.0	100.0	0.0	89.33	89.41	58.71	37.5	0020
0	50.0	100.0	100.0	0.0	100.0	0.0	90.22	90.08	57.87	50.0	1081
0	63.2525	37.59	85.12	40.18	78.98	48.73	76.99	85.84	79.91	75.0	1518
0	50.0	100.0	100.0	0.0	100.0	0.0	89.73	89.27	58.28	34.38	1082
0	50.0	100.0	100.0	0.0	100.0	0.0	89.29	89.0	55.53	70.31	1521
0	68.0275	20.66	85.44	47.28	71.27	68.12	81.51	88.54	83.6	68.75	1035
0	48.65	97.19	95.79	0.11	98.7	0.0	81.67	81.88	57.56	29.69	1023
0	58.8425	42.62	83.03	22.42	77.28	52.64	77.18	89.04	81.65	79.69	0105
0	50.0	100.0	100.0	0.0	100.0	0.0	89.77	89.57	57.56	60.94	1550
0	50.0	100.0	100.0	0.0	100.0	0.0	89.85	89.75	57.4	45.31	1044
0	50.0	100.0	100.0	0.0	100.0	0.0	89.45	89.59	57.89	45.31	1535
64	49.9375	99.87	100.0	0.0	99.75	0.0	89.61	89.21	58.38	46.88	0511
0	50.0	100.0	100.0	0.0	100.0	0.0	89.91	89.0	57.45	50.0	1094
64	75.15	11.65	82.57	76.47	79.38	62.18	84.41	88.96	82.06	70.31	0584
0	63.83	-25.74	52.12	83.57	49.8	69.83	67.46	85.42	81.34	68.75	1534
0	50.0	100.0	100.0	0.0	100.0	0.0	89.96	89.89	58.07	39.06	1513
64	79.7125	12.14	87.53	71.92	84.03	75.37	86.09	90.87	83.5	81.25	0591
64	71.1625	26.89	89.03	45.28	80.18	70.16	84.71	88.96	83.29	78.12	1573
0	54.6325	-49.07	31.72	77.69	28.48	80.64	57.51	74.24	81.68	76.56	1070
0	55.5975	82.56	96.9	10.88	96.85	17.76	87.87	92.81	81.99	79.69	1053
64	69.83	-27.45	52.25	84.57	59.96	82.54	71.65	79.69	82.04	76.56	0635
0	65.7325	30.65	85.84	45.17	76.28	55.64	78.13	89.85	81.45	81.25	0049
64	49.545	97.34	99.48	1.55	96.95	0.2	86.11	86.23	58.07	50.0	0541
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.75	57.3	46.88	1039
0	58.2075	23.87	75.07	29.52	65.22	63.02	76.18	91.66	84.42	78.12	0637
0	50.0	100.0	100.0	0.0	100.0	0.0	89.71	89.35	56.27	50.0	0654
64	72.0275	-5.52	77.87	81.02	60.66	68.56	79.12	87.04	81.91	71.88	0099
64	59.6525	73.76	96.77	7.66	96.3	37.88	90.12	92.06	82.76	89.06	0124
64	50.0	100.0	100.0	0.0	100.0	0.0	89.47	89.91	56.51	53.12	0656
64	50.0	100.0	100.0	0.0	100.0	0.0	89.57	89.85	58.17	39.06	1527
64	75.0525	-11.57	74.87	84.91	63.66	76.77	76.49	84.93	81.16	71.88	0582
64	50.0	100.0	100.0	0.0	100.0	0.0	89.96	89.92	57.76	54.69	1612
64	49.9625	99.92	100.0	0.0	99.85	0.0	88.86	89.17	58.07	42.19	1602
0	50.0	100.0	100.0	0.0	100.0	0.0	90.08	89.87	57.87	62.5	0148
64	77.8325	7.98	79.86	71.25	83.78	76.44	84.45	91.37	84.89	81.25	0121
64	67.195	23.76	77.87	39.84	80.28	70.79	81.73	89.43	83.24	79.69	1109
64	50.0025	99.68	99.93	0.0	99.75	0.33	88.56	88.62	58.35	42.19	0502
0	56.695	73.6	95.2	2.11	91.79	37.68	87.04	91.6	81.96	82.81	1138
64	50.0	100.0	100.0	0.0	100.0	0.0	90.02	89.96	58.1	46.88	0546
64	50.0	100.0	100.0	0.0	100.0	0.0	89.77	90.5	57.45	54.69	0047
64	77.2325	-23.7	81.36	84.91	49.4	93.26	71.95	89.83	84.73	71.88	1126
64	50.0	100.0	100.0	0.0	100.0	0.0	89.25	90.06	57.1	50.0	0624
64	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.29	58.46	48.44	1131
64	66.6925	-44.84	49.8	89.68	38.74	88.55	66.89	75.17	83.5	76.56	1605
64	49.9875	99.97	100.0	0.0	99.95	0.0	89.53	89.55	58.48	32.81	1564
64	54.685	87.04	98.66	1.44	97.75	20.89	90.02	92.43	80.86	71.88	1566
0	50.0	100.0	100.0	0.0	100.0	0.0	88.92	89.94	57.66	64.06	0632
64	61.7775	63.0	94.71	30.52	91.84	30.04	85.82	88.82	80.81	75.0	0037
0	50.0	100.0	100.0	0.0	100.0	0.0	90.62	89.89	58.35	51.56	0101
64	50.0	100.0	100.0	0.0	100.0	0.0	89.47	89.85	57.43	50.0	1123
64	50.0	100.0	100.0	0.0	100.0	0.0	90.08	89.71	57.12	43.75	1084
64	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.89	57.81	56.25	0088
0	50.0	100.0	100.0	0.0	100.0	0.0	89.63	89.55	57.61	43.75	0060
64	79.18	-12.36	73.53	84.91	72.47	85.81	79.61	89.23	85.09	79.69	1585
64	74.3075	4.43	72.81	71.59	80.23	72.6	80.36	88.68	82.76	68.75	1049
0	50.0	100.0	100.0	0.0	100.0	0.0	89.69	90.2	58.84	53.12	1059
