K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.93	88.09	56.63	37.5	1101
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	88.92	58.11	48.44	1554
0	60.224	99.05	99.75	1.52	99.78	0.07	100.0	88.95	88.77	67.07	60.94	2071
64	82.284	0.15	84.62	79.65	72.23	84.74	90.18	81.42	90.01	81.39	73.44	2080
0	60.328	98.11	99.72	2.92	99.95	0.0	99.05	85.8	85.98	57.47	45.31	2521
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	89.17	57.44	45.31	1310
64	70.838	36.85	86.55	43.51	75.9	53.95	94.28	83.92	90.46	82.51	68.75	2131
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.87	57.53	53.12	1806
0	73.802	36.25	87.33	64.68	83.14	39.43	94.43	81.62	80.73	68.33	62.5	2285
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.54	57.39	51.56	1520
0	54.146	-41.33	29.85	76.02	34.31	81.87	48.68	62.71	85.52	83.86	78.12	2332
0	64.392	85.59	97.36	26.08	98.81	0.0	99.71	88.16	87.75	65.3	57.81	1525
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	89.3	58.34	50.0	1076
0	59.948	99.92	100.0	0.0	99.89	0.0	99.85	87.25	87.2	57.27	45.31	1122
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.38	88.49	57.89	57.81	2352
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.84	58.31	59.38	2073
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.4	88.51	67.38	65.62	1517
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.8	56.44	64.06	1815
0	73.132	53.25	93.8	29.59	94.11	52.78	95.38	85.19	82.73	67.94	56.25	2278
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	89.07	59.21	59.38	2547
64	78.444	-12.74	76.28	90.53	61.43	81.65	82.33	75.35	84.84	71.63	60.94	2605
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.34	88.29	58.67	54.69	2349
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.44	57.97	64.06	2322
64	79.854	17.76	90.18	66.2	77.8	72.2	92.89	86.0	87.38	82.46	75.0	2336
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.11	88.04	57.08	45.31	1283
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	89.07	58.7	50.0	1332
0	58.926	98.21	99.47	0.0	99.78	0.0	95.38	83.72	83.49	57.86	35.94	2546
64	59.902	99.81	99.89	0.0	99.73	0.04	99.85	88.57	88.71	67.68	64.06	2355
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	89.15	58.9	48.44	2063
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	88.92	59.07	53.12	2037
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.9	57.44	46.88	1753
64	77.156	-9.05	70.12	88.3	70.72	76.87	79.77	74.22	79.38	69.36	59.38	2087
64	77.61	35.81	91.66	49.47	89.79	62.78	94.35	82.2	78.7	66.98	62.5	1347
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.42	89.15	57.67	53.12	1371
0	78.322	34.38	91.73	72.87	90.65	42.52	93.84	85.2	79.85	79.18	59.38	2632
0	59.99	99.98	100.0	0.0	99.95	0.0	100.0	88.42	88.04	67.38	62.5	1758
0	74.586	-4.41	65.51	84.8	80.23	69.66	72.73	70.34	77.61	68.24	53.12	1583
64	83.028	-10.09	83.7	90.41	72.34	87.75	80.94	78.29	88.03	77.62	68.75	1311
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.64	58.17	43.75	2079
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.28	88.42	58.59	64.06	2601
0	61.05	-25.75	48.08	75.91	41.71	77.09	62.46	66.63	83.97	83.94	70.31	1783
0	71.246	59.96	93.98	38.36	95.3	32.18	96.41	87.17	85.91	67.21	67.19	1826
0	64.398	-0.18	63.82	58.36	64.72	70.65	64.44	70.77	87.25	82.54	76.56	2290
0	74.408	43.94	92.68	54.27	89.57	41.82	93.7	84.87	83.29	69.39	62.5	2060
0	68.182	69.26	95.85	44.68	93.35	8.57	98.46	87.88	85.39	71.18	54.69	2630
64	59.554	99.26	99.4	0.0	99.03	0.0	99.34	86.0	86.25	58.23	37.5	1012
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	88.8	57.83	50.0	1541
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.54	56.97	64.06	1268
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.0	88.66	56.72	50.0	1128
64	72.064	65.59	96.02	3.16	99.68	62.27	99.19	88.29	89.07	68.21	76.56	1376
64	78.074	7.59	77.12	87.02	76.55	60.02	89.66	81.77	84.35	67.29	68.75	1043
0	77.796	27.64	85.92	60.94	86.28	61.49	94.35	81.69	82.4	71.12	65.62	1798
64	75.608	46.95	92.29	58.25	94.54	36.63	96.33	84.71	81.62	67.32	59.38	1553
64	70.22	-25.33	72.62	79.77	33.6	91.06	74.05	70.01	83.06	83.77	81.25	1292
64	40.974	13.42	47.1	65.85	17.29	0.0	74.63	32.58	32.43	9.76	31.25	1537
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.61	57.89	26.56	1862
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.56	88.42	57.55	37.5	1375
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.56	88.67	59.26	53.12	1047
0	60.038	99.81	99.96	0.12	100.0	0.18	99.93	89.5	89.94	72.13	70.31	1861
0	73.198	52.55	93.14	39.65	92.81	43.69	96.7	86.18	85.67	69.42	54.69	2614
0	59.098	85.5	97.89	15.56	84.71	0.04	97.29	77.39	78.22	58.45	48.44	2593
64	85.756	4.91	87.43	83.27	82.77	82.35	92.96	84.18	90.06	82.51	70.31	2011
0	72.082	36.12	92.22	48.3	79.47	52.52	87.9	84.0	83.87	79.97	75.0	1560
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.38	57.27	59.38	1538
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.19	88.06	58.23	39.06	1510
0	74.64	-9.27	73.6	81.99	60.02	78.41	79.18	75.96	80.2	82.01	64.06	1330
64	61.184	93.83	99.12	7.6	98.06	2.17	98.97	87.4	87.14	66.54	59.38	1543
0	59.036	96.45	99.68	2.22	99.84	0.11	93.33	83.03	82.99	58.56	37.5	1015
0	67.736	-13.1	67.02	87.02	56.24	64.18	64.22	72.87	76.44	80.97	53.12	2586
0	78.342	21.47	87.93	58.25	83.2	72.67	89.66	80.91	80.75	73.84	65.62	1267
0	68.27	72.03	95.64	33.92	97.3	16.18	98.31	88.06	88.16	68.97	64.06	1279
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.24	59.15	45.31	1616
0	64.898	83.42	96.37	23.63	99.08	6.07	99.34	87.96	88.54	70.71	75.0	1010
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.67	58.65	51.56	1835
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.89	60.3	56.25	1314
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.66	58.31	37.5	2323
0	59.978	97.69	99.37	0.12	98.16	2.61	99.63	87.65	88.47	68.27	62.5	1845
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.33	58.62	68.75	1801
0	69.144	62.65	92.15	38.25	95.89	24.86	94.57	85.62	89.51	72.86	75.0	1296
64	62.396	91.1	98.35	14.74	98.81	0.74	99.34	88.44	87.75	66.79	64.06	2107
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	88.13	58.56	51.56	2502
0	65.614	-25.65	54.98	83.27	37.33	78.74	73.75	65.44	76.01	80.78	67.19	1621
K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.97	66.28	60.94	0769
0	69.174	-7.94	59.13	71.93	62.83	75.95	76.03	66.89	83.11	73.59	70.31	0622
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.43	88.71	57.39	53.12	0508
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.38	89.25	58.59	45.31	0036
64	66.97	78.29	98.45	0.23	97.51	39.76	98.9	87.62	89.56	71.38	64.06	0524
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	88.41	58.06	37.5	0557
64	78.606	-5.87	79.44	78.01	64.88	86.24	84.46	78.09	88.04	77.06	56.25	0138
0	60.092	99.47	99.96	0.82	99.68	0.0	100.0	88.79	88.69	67.91	70.31	0866
64	64.776	83.35	97.22	18.13	97.35	11.4	99.78	87.93	87.63	68.27	54.69	0830
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.56	89.0	58.76	53.12	0856
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.85	89.09	58.73	56.25	0646
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	88.61	58.45	70.31	0601
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	87.96	58.93	31.25	0614
0	59.686	-28.6	51.25	72.75	40.84	80.95	52.64	66.31	87.47	85.14	73.44	0026
64	82.118	-9.08	82.65	84.8	68.94	90.33	83.87	77.26	84.76	72.5	67.19	0581
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.4	88.69	57.27	42.19	0394
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.26	58.14	57.81	0360
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.77	59.12	39.06	0061
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.97	58.56	62.5	2819
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	89.28	58.65	50.0	0587
64	81.728	28.64	90.6	61.05	92.98	68.04	95.97	86.33	86.89	70.71	56.25	0250
0	62.18	92.13	98.8	13.8	99.03	0.0	99.27	88.0	84.89	67.91	50.0	0054
64	76.78	37.25	91.87	45.38	90.06	63.48	93.11	82.94	83.16	66.93	68.75	0872
0	70.124	60.56	92.61	41.75	93.3	25.82	97.14	84.71	90.01	81.9	75.0	0890
64	74.238	49.6	94.19	33.68	92.22	55.28	95.82	85.57	81.72	66.7	51.56	0024
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	88.66	58.42	43.75	0574
64	80.966	13.02	87.57	69.01	82.82	77.31	88.12	84.33	91.25	79.66	73.44	0275
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.26	56.97	50.0	0403
64	60.564	97.7	99.65	3.74	99.35	0.15	99.93	88.67	88.77	67.1	70.31	0310
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.34	87.96	58.45	51.56	0533
0	77.28	0.11	75.43	72.16	69.15	82.27	87.39	69.4	76.83	72.75	71.88	0128
0	60.366	98.41	99.61	2.46	99.73	0.18	99.85	88.23	88.67	66.98	60.94	0832
64	64.2	86.02	98.7	10.06	98.0	15.12	99.12	88.47	88.54	68.58	57.81	0796
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.04	57.69	60.94	0893
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.79	59.15	42.19	0378
0	75.922	35.38	89.62	64.44	85.74	44.94	94.87	85.07	87.98	74.09	65.62	0387
64	82.298	18.45	87.29	73.68	87.9	68.78	93.84	83.36	85.55	69.73	67.19	0073
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.33	88.82	58.73	45.31	0285
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.79	88.72	58.34	53.12	0288
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	89.13	56.94	65.62	0091
0	69.244	72.48	96.62	50.88	98.6	0.63	99.49	89.46	80.42	75.1	45.31	0092
0	60.538	98.07	99.75	3.39	99.62	0.0	99.93	88.87	87.85	67.46	70.31	0608
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.97	88.67	56.83	35.94	0625
64	85.444	3.26	86.03	81.29	81.47	85.69	92.74	83.93	89.96	80.78	71.88	0033
0	52.906	79.5	97.43	10.41	80.44	0.0	76.25	79.29	78.32	57.08	39.06	0593
64	78.438	38.14	88.77	43.51	94.22	67.6	98.09	84.1	87.05	67.68	60.94	0650
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.8	57.5	56.25	0272
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.92	56.88	46.88	0031
0	70.474	37.6	84.76	44.44	80.88	51.38	90.91	84.2	90.74	82.79	81.25	2821
64	76.064	43.25	93.28	48.77	91.73	51.45	95.09	84.46	81.49	68.58	62.5	0261
64	72.334	-26.45	79.27	87.95	42.73	88.45	63.27	68.89	87.91	81.48	75.0	0845
0	63.302	86.42	97.89	14.15	96.97	8.75	98.75	87.48	86.11	66.23	50.0	0761
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.42	89.04	57.95	56.25	0779
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.39	88.59	57.78	37.5	0768
64	74.144	41.26	92.26	30.99	87.09	67.78	92.6	84.23	84.35	69.0	56.25	0500
0	66.278	-5.87	64.03	55.67	56.13	83.93	71.63	67.83	80.6	79.49	56.25	0609
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.8	58.45	48.44	0880
64	79.434	30.29	89.83	70.88	90.98	51.64	93.84	86.21	85.77	71.29	65.62	0902
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.15	88.79	56.3	40.62	0804
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.92	89.38	57.44	56.25	0599
64	79.84	31.15	89.37	65.73	91.79	56.56	95.75	84.79	88.42	71.32	68.75	0042
0	21.228	-51.7	1.27	13.8	0.0	90.7	0.37	17.24	17.85	55.2	40.62	0023
0	63.922	87.92	98.66	22.34	98.76	0.0	99.85	88.24	87.71	66.14	54.69	0848
64	69.66	43.38	81.59	3.16	83.25	84.11	96.19	79.54	86.74	73.08	71.88	0365
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.85	58.14	51.56	0280
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.45	88.87	57.78	51.56	0752
0	61.336	94.86	99.16	4.68	99.41	4.16	99.27	88.08	88.8	69.28	71.88	0911
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	88.87	58.45	65.62	0384
0	62.77	89.79	98.45	13.45	97.68	4.34	99.93	88.38	89.43	70.15	62.5	0824
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.61	58.62	59.38	0317
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.26	88.57	57.33	51.56	0624
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	88.38	59.18	42.19	0385
0	57.17	-48.78	31.33	90.53	35.82	82.35	45.82	58.47	79.99	81.11	65.62	0767
0	77.564	17.48	85.5	74.97	82.17	59.18	86.0	81.31	82.55	69.7	67.19	0043
64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0099
0	75.472	29.39	85.08	53.22	84.82	62.45	91.79	80.66	86.39	73.22	70.31	0638
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	89.04	57.39	62.5	0074
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.0	88.19	57.5	53.12	0100
64	71.902	59.14	94.12	21.87	95.19	50.97	97.36	86.49	87.35	67.32	71.88	0777
0	60.214	98.6	99.01	2.11	99.95	0.0	100.0	86.03	86.05	57.95	32.81	0528
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.24	88.46	57.55	42.19	0613
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.38	58.51	43.75	0644
64	61.928	92.95	99.01	11.58	98.6	0.74	99.71	88.23	87.83	67.43	71.88	0782
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	88.97	59.01	59.38	0512
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.75	59.32	57.81	0757
64	63.606	82.23	97.64	1.87	96.11	26.66	95.75	86.43	89.22	75.63	76.56	0808
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	89.56	59.01	65.62	0078
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.73	88.39	57.53	32.81	0115
64	81.714	0.66	79.3	79.3	80.71	83.34	85.92	76.45	83.55	69.64	62.5	0018
64	76.214	27.3	87.05	50.53	82.71	69.14	91.64	83.36	84.99	76.83	71.88	0082
0	70.078	11.89	70.78	59.65	72.34	66.24	81.38	76.22	87.5	82.79	76.56	0371
64	72.094	58.9	94.79	29.71	95.62	43.8	96.55	87.07	88.59	70.26	64.06	0370
64	71.474	60.36	94.83	10.06	94.0	60.46	98.02	86.61	89.43	68.66	65.62	0630
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	88.44	58.62	51.56	0400
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.62	58.42	51.56	0395
0	62.22	90.64	97.96	10.53	98.27	5.15	99.19	88.97	89.66	72.55	67.19	0603
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	88.59	58.98	59.38	0843
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	88.8	58.48	73.44	0006
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.95	88.95	57.47	59.38	0563
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.32	89.78	58.65	51.56	0281
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	87.95	56.69	51.56	0396
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.29	88.26	58.39	42.19	0588
0	61.874	93.8	99.51	1.99	98.97	9.19	99.71	89.25	89.07	71.04	68.75	0649
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.67	57.75	62.5	0401
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.56	59.82	37.5	0014
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	88.99	58.11	54.69	0314
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.54	58.95	48.44	0063
0	63.952	86.99	98.7	23.51	98.06	0.0	99.49	87.67	86.28	68.24	39.06	0267
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.21	88.99	58.28	40.62	0501
64	79.122	-10.35	75.61	87.84	80.5	82.82	68.84	78.53	82.56	71.66	46.88	0511
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.12	89.3	57.95	56.25	0529
0	78.238	14.03	88.07	67.95	74.34	71.68	89.15	82.2	86.64	81.93	60.94	0537
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.82	57.78	43.75	0049
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.26	58.39	56.25	0877
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.33	88.28	57.78	46.88	0040
64	75.252	-20.74	64.87	88.19	68.4	87.2	67.6	75.61	82.55	82.23	75.0	0573
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.75	57.92	53.12	0120
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.39	88.26	56.99	53.12	0336
0	79.676	32.2	91.76	64.33	91.63	56.38	94.28	84.2	81.95	67.6	71.88	0606
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.71	58.28	57.81	0840
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	89.55	58.34	48.44	0125
64	59.986	99.98	100.0	0.0	100.0	0.0	99.93	87.29	87.65	58.45	42.19	0522
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.94	58.17	50.0	0870
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.28	88.66	58.0	54.69	0105
64	68.41	73.97	97.32	32.28	97.84	15.78	98.83	88.08	87.14	66.51	62.5	0132
0	68.264	72.78	96.09	37.43	97.35	11.77	98.68	88.33	88.0	72.97	73.44	0846
0	62.116	92.02	99.37	10.06	98.87	3.75	98.53	87.81	88.11	68.21	60.94	0341
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.8	58.65	68.75	0784
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.82	57.58	60.94	0332
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.94	56.8	46.88	0001
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.8	58.37	73.44	0034
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.26	89.07	58.34	40.62	0620
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.56	56.94	53.12	0887
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.47	88.47	58.93	35.94	0618
0	76.224	25.38	86.87	53.92	84.49	68.08	87.76	81.85	88.66	79.02	60.94	0124
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.74	57.92	48.44	0615
64	62.364	91.43	98.45	14.5	98.87	0.51	99.49	88.16	87.14	67.38	71.88	0645
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.26	88.39	58.51	39.06	0770
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.11	88.44	56.49	40.62	0894
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.64	57.41	54.69	0774
0	57.484	-30.81	45.86	73.68	40.79	78.26	48.83	63.29	77.99	79.57	75.0	0623
0	65.21	-14.41	68.67	83.39	41.11	64.33	68.55	68.41	81.7	76.3	59.38	0595
64	61.88	80.2	92.75	13.8	95.14	13.72	93.99	72.08	72.04	58.42	34.38	0812
64	61.874	91.63	98.87	7.95	97.51	5.85	99.19	88.62	89.25	70.57	67.19	0596
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.29	58.76	59.38	0827
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.11	87.98	57.47	45.31	0633
64	81.382	3.18	77.54	79.65	79.96	79.29	90.47	77.64	80.28	71.46	54.69	0030
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.9	56.63	51.56	0367
0	75.806	23.9	87.5	61.52	75.63	61.42	92.96	80.45	84.82	70.48	56.25	0913
64	61.418	93.54	98.63	7.02	98.16	3.57	99.71	88.54	89.0	70.57	70.31	0356
0	60.384	98.62	99.86	0.7	99.78	1.73	99.85	89.12	88.95	68.44	71.88	0306
0	59.992	99.99	99.96	0.0	100.0	0.0	100.0	88.16	88.87	66.9	68.75	0791
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.5	87.14	57.16	32.81	0506
64	83.452	10.03	87.75	75.32	85.2	79.55	89.44	84.11	88.87	78.76	78.12	2818
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.28	88.89	59.29	31.25	0374
64	80.902	27.32	91.59	56.02	89.03	73.0	94.87	84.0	85.25	67.32	54.69	0910
0	53.684	-35.29	36.54	86.67	30.04	63.04	52.13	56.69	82.71	76.72	64.06	0320
0	66.026	79.34	97.96	12.16	96.87	24.68	98.46	86.79	85.52	67.82	64.06	0844
64	81.376	-11.07	83.98	87.95	63.37	88.08	83.5	76.52	86.61	74.59	59.38	0516
64	53.346	86.34	98.8	3.04	91.9	0.04	72.95	77.54	77.68	58.95	34.38	0038
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.79	88.64	57.86	65.62	0333
0	63.234	88.0	97.61	19.06	98.65	1.8	99.05	89.46	91.08	73.59	68.75	0509
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.25	88.82	58.81	50.0	0330
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	88.34	56.6	50.0	0793
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.38	88.49	57.97	57.81	0062
64	64.294	80.29	96.69	5.61	93.79	26.63	98.75	86.97	88.99	68.72	65.62	0406
0	77.096	10.17	83.35	70.53	72.02	71.46	88.12	80.2	83.83	81.98	75.0	0591
64	81.306	19.86	88.21	63.16	87.9	75.62	91.64	83.29	85.06	72.05	64.06	0534
64	78.564	31.79	91.55	60.58	87.79	58.4	94.5	85.54	85.14	71.4	67.19	0053
0	60.014	99.8	99.96	0.12	99.84	0.15	100.0	88.8	89.17	67.15	73.44	0863
64	63.93	85.54	98.45	6.78	97.68	18.43	98.31	87.53	88.41	68.35	68.75	0514
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	89.04	59.57	59.38	0850
0	71.466	-14.59	54.66	87.95	60.56	72.49	81.67	70.71	76.44	70.93	54.69	0816
0	59.992	99.99	99.96	0.0	100.0	0.0	100.0	88.85	89.0	66.37	62.5	0523
64	29.152	7.87	54.59	4.8	40.84	44.06	1.47	34.21	34.64	59.35	51.56	0886
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.52	57.13	46.88	0617
0	49.83	37.05	41.11	55.2	57.97	0.0	94.87	74.46	75.1	57.13	46.88	0881
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.1	88.42	59.07	51.56	0055
64	60.034	99.5	99.79	0.23	99.78	0.44	99.93	88.79	88.33	67.46	68.75	0754
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.28	58.17	50.0	0300
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.66	57.97	53.12	0839
64	83.206	0.07	76.38	85.26	82.93	81.06	90.4	80.73	84.53	72.13	64.06	0876
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.52	58.51	46.88	0045
64	78.488	-5.64	77.82	73.45	63.86	90.29	87.02	75.86	85.54	77.95	64.06	0849
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.12	88.74	57.33	50.0	0398
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.57	57.47	62.5	0821
0	61.662	90.41	95.88	11.7	98.11	3.13	99.49	88.11	87.04	73.56	76.56	0799
64	72.25	59.71	95.92	24.44	94.98	48.4	97.51	87.02	85.85	67.66	71.88	0582
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	88.75	57.47	57.81	2820
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	89.02	57.39	53.12	0382
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.24	88.61	59.01	51.56	0309
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.14	88.42	59.09	54.69	0273
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	87.8	58.56	39.06	0344
0	70.378	7.74	76.94	80.35	62.83	51.12	80.65	81.85	87.83	82.9	76.56	0390
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.01	56.63	64.06	0134
64	59.992	99.99	99.96	0.0	100.0	0.0	100.0	87.3	87.25	57.97	51.56	0318
64	76.86	32.23	85.71	39.65	87.79	75.4	95.75	83.11	89.18	72.52	71.88	0345
0	53.932	74.75	86.59	18.13	93.57	0.04	71.33	70.89	70.89	57.86	39.06	0550
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.85	57.39	45.31	0800
